rank	score	review_class	file	index	id	title	answer	question	detail	priority_reason	review_note	explanation
13	30	NORMAL_REVIEW	data/lessons/python_git_github_workflow_v33.json	9	PY33_L09_branch_basic_001	branch 기초 읽기	새 작업 브랜치를 만들고 이동한다	이 명령의 의미는?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	branch는 main과 분리된 작업 흐름을 만드는 Git 기능이다. 실험 작업이나 큰 변경을 안전하게 진행한 뒤 나중에 합칠 수 있다. main을 바로 바꾸기 부담스러운 수정은 새 branch에서 검증한 뒤 merge하는 식으로 관리한다.
14	30	NORMAL_REVIEW	data/lessons/python_git_github_workflow_v33.json	14	PY33_L10_commit_script_cleanup_001	패치 스크립트 정리 읽기	untracked 파일이 남았는지 확인하기 위해	패치 스크립트를 지운 뒤 git status를 보는 이유는?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	작업용 스크립트가 실수로 repo에 남아 커밋되지 않도록 마지막 상태를 확인한다. 패치 스크립트 정리는 임시로 만든 수정 도구를 커밋 전에 남길지 지울지 결정하는 단계다. 실제 산출물과 임시 파일을 구분해야 저장소가 깔끔해진다.
15	30	NORMAL_REVIEW	data/lessons/python_github_actions_ci_validation_v48.json	3	PY48_L07_yaml_indentation_001	YAML 들여쓰기 읽기	들여쓰기가 설정의 포함 관계를 나타내기 때문	YAML에서 들여쓰기가 중요한 이유는?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	YAML은 괄호보다 들여쓰기로 계층을 표현하므로 공백이 틀리면 설정 의미가 바뀔 수 있다. YAML 들여쓰기는 GitHub Actions 설정에서 구조를 결정한다. 한 칸만 어긋나도 job, step, run 위치가 달라질 수 있어 오류 원인이 된다.
16	30	NORMAL_REVIEW	data/lessons/python_github_actions_ci_validation_v48.json	7	PY48_L08_cli_args_001	CLI 인자 읽기	검증 조건을 실행 시점에 지정할 수 있기 때문	CLI 인자를 쓰는 이유는?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	CLI args는 명령줄에서 스크립트에 넘기는 옵션 값이다. 같은 검증 스크립트라도 기대 버전이나 카드 수를 인자로 다르게 줄 수 있다. 하드코딩하지 않고 인자로 받으면 같은 코드를 여러 버전 검증에 재사용하기 쉽다.
17	30	NORMAL_REVIEW	data/lessons/python_github_actions_ci_validation_v48.json	8	PY48_L08_exit_code_001	exit code 읽기	실패를 자동화 시스템이 감지하는 기준이기 때문	CI에서 exit code가 중요한 이유는?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	exit code는 프로그램이 성공했는지 실패했는지 운영체제에 알려주는 숫자다. 0이 아니면 CI에서는 보통 실패로 처리한다. 자동화에서는 사람이 화면을 보지 않아도 exit code만으로 다음 단계를 진행할지 멈출지 결정한다.
18	30	NORMAL_REVIEW	data/lessons/python_github_actions_ci_validation_v48.json	13	PY48_L10_failing_ci_001	failing CI 읽기	자동 검증이 문제를 발견했다는 뜻	CI 실패가 의미하는 것은?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	failing CI는 자동 검증 중 하나 이상이 실패했다는 신호다. 실패 로그를 읽으면 수정해야 할 파일이나 조건을 찾는 데 도움이 된다. CI가 실패하면 코드 자체 문제일 수도 있고 테스트 기대값이나 환경 설정 문제일 수도 있어 로그 확인이 먼저다.
19	30	NORMAL_REVIEW	data/lessons/python_i18n_locale_language_toggle_v62.json	3	PY62_L07_language_toggle_001	language toggle 읽기	사용자가 원하는 언어로 앱을 바꾸게 하기 위해	language toggle의 목적은?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	학습앱은 한국어 기반이어도 영어 UI나 용어 보기를 선택할 수 있으면 확장성이 좋아진다. language toggle은 사용자가 표시 언어를 바꾸는 기능이다. 선택한 언어가 저장되는지, 화면 문구가 즉시 다시 렌더링되는지 확인해야 한다.
20	30	NORMAL_REVIEW	data/lessons/python_i18n_locale_language_toggle_v62.json	7	PY62_L08_missing_translation_001	missing translation 읽기	언어별로 빠진 번역 문구를 찾기 위해	missing translation 검사의 목적은?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	언어 토글을 만들었는데 일부 버튼만 원래 언어로 남으면 사용자 경험이 어색해진다. missing translation은 특정 언어에서 아직 번역문이 없는 상태를 뜻한다. 코드를 읽을 때는 기본 언어로 fallback하는지, 누락 키를 로그로 남기는지 확인해야 한다.
21	30	NORMAL_REVIEW	data/lessons/python_i18n_locale_language_toggle_v62.json	8	PY62_L08_date_format_001	locale date format 읽기	사용자 지역에 맞게 날짜를 자연스럽게 보여주기 위해	locale date format이 필요한 이유는?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	한국어 사용자는 2026. 5. 31. 같은 표시가 익숙하고 영어권은 다른 형식을 쓸 수 있다. locale date format은 지역별 날짜 표시 방식이다. 같은 날짜도 한국식, 미국식, ISO 형식이 다르게 보일 수 있어 사용자 설정과 맞춰야 한다.
22	30	NORMAL_REVIEW	data/lessons/python_i18n_locale_language_toggle_v62.json	11	PY62_L09_browser_language_001	browser language 읽기	사용자에게 익숙한 언어를 기본값으로 추정하기 위해	browser language를 참고하는 이유는?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	browser language는 브라우저가 알려주는 사용자 선호 언어 정보다. 초기 언어 추정에 쓸 수 있지만, 항상 맞지는 않으므로 직접 변경 기능이 필요하다.
23	30	NORMAL_REVIEW	data/lessons/python_i18n_locale_language_toggle_v62.json	12	PY62_L09_term_translation_001	term translation 읽기	학습 개념의 의미가 바뀌지 않게 번역하는 것	term translation에서 중요한 점은?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	term translation은 개념어와 기술 용어를 어떤 표현으로 번역할지 정하는 작업이다. 버튼 문구보다 학습 이해에 더 직접적인 영향을 준다. 같은 용어를 카드마다 다르게 번역하면 학습자가 다른 개념으로 오해할 수 있어 일관성이 중요하다.
24	30	NORMAL_REVIEW	data/lessons/python_learning_streak_goal_habit_v63.json	4	PY63_L07_streak_date_001	streak date 읽기	같은 날 여러 번 학습해도 하루로 계산해야 하기 때문에	streak 계산에서 날짜 기준이 중요한 이유는?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	streak date는 연속 학습을 계산할 때 기준으로 삼는 날짜 값이다. streak는 시간보다 날짜 단위로 계산하는 것이 사용자 경험에 자연스럽다. 타임존이나 자정 기준이 흔들리면 같은 학습 기록도 연속으로 보이거나 끊긴 것으로 보일 수 있다.
25	30	NORMAL_REVIEW	data/lessons/python_learning_streak_goal_habit_v63.json	14	PY63_L10_goal_quality_gate_001	goal quality gate 읽기	목표 기능이 저장과 계산에서 일관되게 동작하는지 검증하기 위해	goal quality gate의 목적은?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	goal quality gate는 목표 계산, 진행률 표시, 초기화 조건이 정확한지 확인하는 기준이다. 작은 계산 오류도 사용자 신뢰를 떨어뜨릴 수 있다. 목표 관련 기능은 동기부여와 직접 연결되므로 날짜, 초기화, 누적 계산을 꼼꼼히 검증해야 한다.
26	30	NORMAL_REVIEW	data/lessons/python_learning_ux_review_algorithm_v49.json	6	PY49_L08_answer_history_001	answer history 읽기	카드별로 얼마나 잘 맞혔는지 판단하기 위해	answer history가 필요한 이유는?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	answer history는 학습자가 과거에 어떤 카드에 맞고 틀렸는지 남긴 기록이다. 복습 일정과 난이도 조절은 이 기록을 기반으로 계산할 수 있다. 최근 기록과 누적 기록을 함께 보면 일시적 실수와 반복 약점을 구분할 수 있다.
27	30	NORMAL_REVIEW	data/lessons/python_learning_ux_review_algorithm_v49.json	11	PY49_L09_new_vs_review_mix_001	new vs review mix 읽기	새 내용 학습과 기존 기억 유지의 균형을 맞추기 위해	새 카드와 복습 카드를 섞는 이유는?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	new vs review mix는 새 카드와 복습 카드를 어떤 비율로 섞을지 정하는 문제다. 복습만 하면 느리고, 새 카드만 보면 오래 기억하기 어렵다. 적절한 비율을 잡으면 지루함을 줄이면서도 장기 기억을 유지하는 데 도움이 된다.
28	30	NORMAL_REVIEW	data/lessons/python_learning_ux_review_algorithm_v49.json	13	PY49_L09_session_summary_001	session summary 읽기	푼 카드 수, 정답 수, 약한 개념	session summary에 들어가면 좋은 정보는?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	session summary는 한 번의 학습이 끝난 뒤 성과와 약점을 요약하는 화면이나 데이터다. 학습자는 무엇을 잘했고 무엇을 다시 봐야 하는지 알아야 한다. 요약은 다음 복습 행동으로 이어져야 하므로 단순 점수보다 약점과 추천을 함께 담는 것이 좋다.
29	30	NORMAL_REVIEW	data/lessons/python_learning_ux_review_algorithm_v49.json	16	PY49_L10_review_algorithm_guard_001	review algorithm guard 읽기	같은 개념만 과도하게 반복되거나 학습량이 너무 많아지는 것을 막기 위해	review algorithm guard가 필요한 이유는?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	review algorithm guard는 추천 로직이 한쪽으로 치우치지 않도록 제한을 두는 장치다. 사용자 피로도, 다양성, 학습량을 함께 고려해야 한다. 가드가 없으면 쉬운 카드나 특정 태그만 반복 추천되는 문제가 생길 수 있다.
30	30	NORMAL_REVIEW	data/lessons/python_libraries_missing_topics_v11.json	34	PY11_L09_pydantic_field_001	Pydantic Field 기본값 읽기	top_k는 1 이상 20 이하	ge=1, le=20의 의미는?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	Pydantic Field는 모델 필드에 기본값, 설명, 제약 조건을 붙일 수 있게 해 준다. 입력 검증 규칙을 데이터 모델 가까이에 둘 수 있다. ge와 le 같은 제약을 두면 API 입력이 너무 작거나 큰 값을 받을 때 자동으로 막을 수 있다.
31	30	NORMAL_REVIEW	data/lessons/python_llm_api_prompt_validation_v44.json	3	PY44_L07_system_prompt_001	system prompt 읽기	모델이 따라야 할 기본 역할과 규칙을 정한다	system prompt의 역할에 가장 가까운 것은?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	system prompt는 답변 톤, 금지어, 학년 제한 같은 상위 규칙을 담기 좋다. system prompt는 모델의 전체 행동 규칙을 정하는 상위 지시문이다. 응답 형식, 금지 사항, 근거 사용 규칙이 어디에 들어가는지 확인해야 한다.
32	30	NORMAL_REVIEW	data/lessons/python_llm_api_prompt_validation_v44.json	6	PY44_L08_response_schema_001	response schema 읽기	모델 출력에 필요한 필드가 있는지 확인하기 위해	response schema의 목적은?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	스키마가 있으면 앱이 기대하는 answer, concepts, check 같은 필드 누락을 잡을 수 있다. response schema는 모델이나 API 응답이 어떤 필드 구조로 와야 하는지 정한 규칙이다. JSON 출력 검증과 후처리 안정성에 중요하다.
33	30	NORMAL_REVIEW	data/lessons/python_llm_api_prompt_validation_v44.json	7	PY44_L08_json_mode_001	JSON mode 읽기	앱이 모델 출력을 안정적으로 파싱하기 위해	JSON mode를 쓰는 주된 이유는?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	JSON mode는 모델 출력이 앱에서 읽기 쉬운 구조화 형식이 되도록 유도하는 방식이다. UI, 검증기, 후처리 파이프라인이 답변을 안전하게 읽게 해준다. 구조가 고정되면 필드 누락이나 파싱 실패를 자동 검증하기도 쉬워진다.
34	30	NORMAL_REVIEW	data/lessons/python_llm_api_prompt_validation_v44.json	11	PY44_L09_fallback_model_001	fallback model 읽기	주 모델이 실패할 때 서비스를 완전히 멈추지 않게 하기 위해	fallback model의 목적은?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	fallback은 장애 대응용이며, 모델별 출력 차이를 검증하는 로직과 함께 써야 안전하다. fallback model은 주 모델 호출이 실패하거나 품질이 낮을 때 대신 쓰는 모델이다. 어떤 조건에서 전환되는지와 비용 차이를 확인해야 한다.
35	30	NORMAL_REVIEW	data/lessons/python_llm_api_prompt_validation_v44.json	12	PY44_L09_timeout_rate_limit_001	timeout / rate limit 읽기	요청을 너무 많이 보내 제한에 걸렸다	429 rate limit에 가까운 의미는?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	timeout은 응답이 너무 오래 걸리는 문제이고, rate limit은 요청량 제한 문제다. 둘 다 외부 LLM API 호출에서 별도 대응이 필요하다. timeout은 재시도 전략이, rate limit은 대기나 요청량 조절 전략이 필요하다.
36	30	NORMAL_REVIEW	data/lessons/python_llm_api_prompt_validation_v44.json	16	PY44_L10_model_adapter_001	model adapter 읽기	모델 제공자가 바뀌어도 호출하는 쪽 수정 범위를 줄인다	model adapter를 두는 장점은?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	model adapter는 여러 외부 모델 API의 차이를 내부 공통 인터페이스로 맞추는 구조다. 모델을 바꿔도 앱 나머지 부분의 변경을 줄일 수 있다. adapter에 호출 형식을 모아 두면 timeout, retry, 응답 파싱도 한곳에서 관리하기 쉽다.
37	30	NORMAL_REVIEW	data/lessons/python_logging_monitoring_ops_v25.json	1	PY25_L07_logging_basic_001	logging 기본 레벨 읽기	즉시 중단은 아니지만 주의가 필요한 상태	warning 로그에 가장 가까운 의미는?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	INFO는 일반 흐름, WARNING은 주의 상태, ERROR는 실패 상황에 가깝다. logging은 실행 중 일어난 일을 기록하는 방법이다. debug, info, warning, error처럼 수준을 나누어 기록하면 문제 원인을 찾기 쉬워진다.
38	30	NORMAL_REVIEW	data/lessons/python_logging_monitoring_ops_v25.json	2	PY25_L07_try_except_log_001	try/except 로그 읽기	오류를 기록한 뒤 실패를 상위로 전달하기 위해	raise를 다시 쓰는 이유는?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	except에서 로그만 남기고 끝내면 실패가 숨겨질 수 있다. raise는 예외를 다시 올린다. try/except 로그는 예외가 발생했을 때 원인과 위치를 기록하는 방식이다. 단순히 오류를 숨기지 말고 어떤 입력과 단계에서 실패했는지 남겨야 한다.
39	30	NORMAL_REVIEW	data/lessons/python_logging_monitoring_ops_v25.json	10	PY25_L10_alert_condition_001	alert 조건 읽기	0으로 나누는 오류를 피하기 위해	total_requests가 0일 때 max(total_requests, 1)를 쓰는 이유는?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	alert condition은 문제가 되는 상황을 숫자 기준으로 판단하는 조건이다. 분모가 0이 되지 않게 방어하면 에러 없이 비율을 계산할 수 있다. 운영 지표 계산에서는 0 나누기 같은 예외도 서비스 장애로 이어질 수 있어 방어식이 필요하다.
40	30	NORMAL_REVIEW	data/lessons/python_logging_monitoring_ops_v25.json	11	PY25_L10_audit_log_001	audit log 저장 읽기	중요 작업의 주체/행위/대상을 추적하기 위해	audit log의 목적에 가장 가까운 것은?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	audit log는 누가 언제 어떤 작업을 했는지 남기는 기록이다. 보안 사고, 운영 문제, 사후 분석에서 원인과 책임 범위를 확인하는 데 필요하다. run_id, 사용자, 작업 종류, 결과를 함께 남기면 나중에 같은 사건을 추적하기 쉽다.
41	30	NORMAL_REVIEW	data/lessons/python_mobile_touch_responsive_ux_v54.json	5	PY54_L07_safe_area_001	safe area 읽기	노치나 홈 인디케이터에 UI가 가려지지 않게 하기 위해	safe area를 고려하는 이유는?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	safe area는 모바일 기기의 노치, 홈 바, 시스템 UI와 겹치지 않게 확보하는 화면 영역이다. 설치형 PWA에서는 하단 버튼 배치에 특히 중요하다. safe area를 무시하면 중요한 버튼이 기기 UI에 가려져 누르기 어려워질 수 있다.
42	30	NORMAL_REVIEW	data/lessons/python_mobile_touch_responsive_ux_v54.json	10	PY54_L09_hover_vs_touch_001	hover vs touch 읽기	터치 기기에서는 hover가 없거나 다르게 동작하기 때문에	hover에만 의존하면 안 되는 이유는?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	hover vs touch는 마우스를 올리는 동작과 손가락 터치의 차이를 말한다. 힌트나 설명이 hover로만 보이면 모바일 학습자는 접근하기 어렵다. 터치 환경에서는 눌렀을 때, 펼쳤을 때, 항상 보일 때 같은 대체 UI가 필요하다.
43	30	NORMAL_REVIEW	data/lessons/python_mobile_touch_responsive_ux_v54.json	11	PY54_L09_mobile_input_zoom_001	mobile input zoom 읽기	입력할 때 화면이 갑자기 확대되는 일을 줄이기 위해	모바일 입력창 font-size를 충분히 주는 이유는?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	mobile input zoom은 모바일 브라우저가 작은 입력창을 자동 확대하는 현상과 관련된다. 검색창이나 필터 입력이 있는 학습앱에서는 입력 경험도 중요하다.
44	30	NORMAL_REVIEW	data/lessons/python_mobile_touch_responsive_ux_v54.json	13	PY54_L09_orientation_change_001	orientation change 읽기	화면 방향이 바뀌면 사용 가능한 폭과 높이가 달라지기 때문에	orientation change 대응이 필요한 이유는?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	orientation change는 모바일 화면이 세로와 가로 모드 사이에서 바뀌는 상황이다. 가로 모드에서는 코드가 잘 보이고, 세로 모드에서는 선택지 배치가 중요하다.
45	30	NORMAL_REVIEW	data/lessons/python_offline_first_sync_conflict_v61.json	2	PY61_L06_local_first_001	local-first 읽기	네트워크가 느려도 사용자 기록을 즉시 저장할 수 있다	local-first의 장점은?	해설에서 정답 표현을 직접 찾기 어렵다.	코드 결과/흐름 독해형	해설이 정답과 의미상 연결되는지 사람이 샘플 확인	정답 기록이나 메모는 서버 응답을 기다리기보다 먼저 로컬에 안전하게 남기는 편이 좋다. local-first는 먼저 브라우저나 로컬 저장소에 데이터를 저장하고 나중에 서버와 맞추는 방식이다. 오프라인에서도 동작하지만 충돌 처리 규칙이 필요하다.
