rank	file	index	id	title	answer	final_sentence	changed	old_explanation	new_explanation
11	data/lessons/python_file_data_processing_v19.json	13	PY19_L10_failed_list_001	실패 목록 수집 패턴 읽기	try/except로 각 파일의 오류를 잡기 때문에	따라서 출력은 ‘try/except로 각 파일의 오류를 잡기 때문에’이다.	YES	failed list는 처리에 실패한 파일이나 항목을 따로 모아 두는 목록이다. except에서 실패를 기록하고 다음 파일로 넘어가면 전체 작업이 멈추지 않는다.	failed list는 처리에 실패한 파일이나 항목을 따로 모아 두는 목록이다. except에서 실패를 기록하고 다음 파일로 넘어가면 전체 작업이 멈추지 않는다. 따라서 출력은 ‘try/except로 각 파일의 오류를 잡기 때문에’이다.
12	data/lessons/python_frontend_state_storage_cache_v39.json	7	PY39_L08_cache_busting_001	cache busting 읽기	브라우저가 새 URL로 인식해 최신 데이터를 받게 하려고	따라서 반환/호출 결과는 ‘브라우저가 새 URL로 인식해 최신 데이터를 받게 하려고’이다.	YES	cache busting은 캐시된 이전 파일 대신 새 파일을 받게 만드는 기법이다. 쿼리 문자열이나 버전을 바꾸면 다른 요청으로 취급될 수 있다. PWA에서는 데이터 파일이 캐시에 남을 수 있어 버전값 변경이 업데이트 확인에 특히 중요하다.	cache busting은 캐시된 이전 파일 대신 새 파일을 받게 만드는 기법이다. 쿼리 문자열이나 버전을 바꾸면 다른 요청으로 취급될 수 있다. PWA에서는 데이터 파일이 캐시에 남을 수 있어 버전값 변경이 업데이트 확인에 특히 중요하다. 따라서 반환/호출 결과는 ‘브라우저가 새 URL로 인식해 최신 데이터를 받게 하려고’이다.
13	data/lessons/python_function_design_io_v30.json	3	PY30_L07_helper_function_001	helper function 읽기	카드가 아직 안 본 카드인지 판정한다	따라서 반환/호출 결과는 ‘카드가 아직 안 본 카드인지 판정한다’이다.	YES	helper function은 큰 작업 안의 작은 판단이나 반복 로직을 따로 뺀 함수다. 조건 판단을 함수로 분리하면 queue 생성 코드가 읽기 쉬워진다. 작은 helper는 이름만으로 의도를 설명하므로 조건식이 복잡할수록 효과가 커진다.	helper function은 큰 작업 안의 작은 판단이나 반복 로직을 따로 뺀 함수다. 조건 판단을 함수로 분리하면 queue 생성 코드가 읽기 쉬워진다. 작은 helper는 이름만으로 의도를 설명하므로 조건식이 복잡할수록 효과가 커진다. 따라서 반환/호출 결과는 ‘카드가 아직 안 본 카드인지 판정한다’이다.
14	data/lessons/python_function_design_io_v30.json	4	PY30_L08_guard_clause_001	guard clause 읽기	card가 없을 때 오류 대신 빈 문자열을 반환한다	따라서 반환/호출 결과는 ‘card가 없을 때 오류 대신 빈 문자열을 반환한다’이다.	YES	guard clause는 잘못된 입력이나 빈 값에서 함수가 안전하게 빠져나가도록 한다. guard clause는 조건이 맞지 않으면 함수 초반에 바로 반환하거나 오류를 내는 구조다. 중첩 if를 줄이고 실패 조건을 먼저 드러내는 데 도움이 된다.	guard clause는 잘못된 입력이나 빈 값에서 함수가 안전하게 빠져나가도록 한다. guard clause는 조건이 맞지 않으면 함수 초반에 바로 반환하거나 오류를 내는 구조다. 중첩 if를 줄이고 실패 조건을 먼저 드러내는 데 도움이 된다. 따라서 반환/호출 결과는 ‘card가 없을 때 오류 대신 빈 문자열을 반환한다’이다.
15	data/lessons/python_function_design_io_v30.json	6	PY30_L08_pure_function_001	pure function 읽기	입력만 보면 출력이 결정되기 때문	따라서 반환/호출 결과는 ‘입력만 보면 출력이 결정되기 때문’이다.	YES	pure function은 같은 입력에 항상 같은 출력을 만들고 외부 상태를 바꾸지 않는 함수다. 단위 테스트와 재사용이 쉬워지는 장점이 있다. 파일, 시간, 전역 변수에 덜 의존할수록 입력과 출력만 비교해 결과를 검증하기 쉽다.	pure function은 같은 입력에 항상 같은 출력을 만들고 외부 상태를 바꾸지 않는 함수다. 단위 테스트와 재사용이 쉬워지는 장점이 있다. 파일, 시간, 전역 변수에 덜 의존할수록 입력과 출력만 비교해 결과를 검증하기 쉽다. 따라서 반환/호출 결과는 ‘입력만 보면 출력이 결정되기 때문’이다.
16	data/lessons/python_function_design_io_v30.json	9	PY30_L09_parser_function_001	parser function 읽기	JSON 문자열을 Python 데이터로 바꾼다	따라서 반환/호출 결과는 ‘JSON 문자열을 Python 데이터로 바꾼다’이다.	YES	parser는 raw text를 list/dict 같은 구조화된 데이터로 바꾸는 함수다. parser function은 문자열이나 파일 내용을 프로그램이 쓰기 쉬운 구조로 바꾸는 함수다. 입력 형식, 실패 처리, 반환되는 dict나 list의 모양을 함께 확인해야 한다.	parser는 raw text를 list/dict 같은 구조화된 데이터로 바꾸는 함수다. parser function은 문자열이나 파일 내용을 프로그램이 쓰기 쉬운 구조로 바꾸는 함수다. 입력 형식, 실패 처리, 반환되는 dict나 list의 모양을 함께 확인해야 한다. 따라서 반환/호출 결과는 ‘JSON 문자열을 Python 데이터로 바꾼다’이다.
17	data/lessons/python_function_design_io_v30.json	11	PY30_L10_load_save_pair_001	load/save 함수 쌍 읽기	같은 설정 데이터를 읽고 저장하는 쌍이다	따라서 반환/호출 결과는 ‘같은 설정 데이터를 읽고 저장하는 쌍이다’이다.	YES	load/save pair는 저장한 상태를 다시 불러오기 위해 함께 설계하는 함수 쌍이다. 상태를 유지하는 기능은 보통 저장과 복원이 같이 필요하다. 저장 형식이 바뀌면 load 함수도 함께 바뀌어야 하므로 두 함수를 같이 검증해야 한다.	load/save pair는 저장한 상태를 다시 불러오기 위해 함께 설계하는 함수 쌍이다. 상태를 유지하는 기능은 보통 저장과 복원이 같이 필요하다. 저장 형식이 바뀌면 load 함수도 함께 바뀌어야 하므로 두 함수를 같이 검증해야 한다. 따라서 반환/호출 결과는 ‘같은 설정 데이터를 읽고 저장하는 쌍이다’이다.
18	data/lessons/python_function_design_io_v30.json	15	PY30_L10_testable_function_001	테스트 가능한 함수 구조 읽기	cards와 progress만 넣으면 결과를 확인할 수 있기 때문	따라서 반환/호출 결과는 ‘cards와 progress만 넣으면 결과를 확인할 수 있기 때문’이다.	YES	testable function은 입력과 출력이 분명하고 외부 의존성이 적은 함수다. 작은 예시 데이터만으로도 결과를 검증하기 쉽다. 렌더링 함수가 DOM이나 네트워크에 직접 의존하지 않으면 기대 HTML이나 문자열을 비교하는 테스트를 만들기 쉽다.	testable function은 입력과 출력이 분명하고 외부 의존성이 적은 함수다. 작은 예시 데이터만으로도 결과를 검증하기 쉽다. 렌더링 함수가 DOM이나 네트워크에 직접 의존하지 않으면 기대 HTML이나 문자열을 비교하는 테스트를 만들기 쉽다. 따라서 반환/호출 결과는 ‘cards와 progress만 넣으면 결과를 확인할 수 있기 때문’이다.
19	data/lessons/python_json_csv_cli_practice_v127_a1.json	1	PY127_L05_SUFFIX_BRANCH_CSV_JSON_001	확장자로 JSON과 CSV 분기하기	input_path.suffix	따라서 출력은 ‘input_path.suffix’이다.	YES	Path.suffix는 파일 확장자를 읽는다. 입력 파일이 .json인지 .csv인지 먼저 나누면 각 형식에 맞는 읽기 함수를 선택할 수 있다. 이 카드는 정답만 외우기보다, 문제의 조건과 코드의 실행 순서를 연결해서 읽는 연습으로 보면 됩니다.	Path.suffix는 파일 확장자를 읽는다. 입력 파일이 .json인지 .csv인지 먼저 나누면 각 형식에 맞는 읽기 함수를 선택할 수 있다. 이 카드는 정답만 외우기보다, 문제의 조건과 코드의 실행 순서를 연결해서 읽는 연습으로 보면 됩니다. 따라서 출력은 ‘input_path.suffix’이다.
20	data/lessons/python_libraries_missing_topics_v11.json	24	PY11_L09_pandas_read_csv_001	pandas read_csv 읽기	CSV를 DataFrame으로 읽는다	따라서 출력은 ‘CSV를 DataFrame으로 읽는다’이다.	YES	pandas.read_csv는 CSV 같은 표 데이터를 DataFrame으로 읽는 대표 함수다. 데이터 분석이나 전처리의 시작점으로 자주 쓰인다. 구분자, 인코딩, 헤더 옵션을 함께 확인해야 CSV가 의도한 컬럼 구조로 읽힌다.	pandas.read_csv는 CSV 같은 표 데이터를 DataFrame으로 읽는 대표 함수다. 데이터 분석이나 전처리의 시작점으로 자주 쓰인다. 구분자, 인코딩, 헤더 옵션을 함께 확인해야 CSV가 의도한 컬럼 구조로 읽힌다. 따라서 출력은 ‘CSV를 DataFrame으로 읽는다’이다.
21	data/lessons/python_libraries_missing_topics_v11.json	27	PY11_L08_pytest_assert_002	pytest 테스트 함수 읽기	add(2,3)이 5인지 검증한다	따라서 반환/호출 결과는 ‘add(2,3)이 5인지 검증한다’이다.	YES	pytest는 test_로 시작하는 함수를 테스트 함수로 인식한다. 함수 안의 assert가 참이면 통과하고, 거짓이면 실패로 기록된다. 테스트 이름과 assert 식을 함께 보면 무엇을 검증하려는 함수인지 빠르게 파악할 수 있다.	pytest는 test_로 시작하는 함수를 테스트 함수로 인식한다. 함수 안의 assert가 참이면 통과하고, 거짓이면 실패로 기록된다. 테스트 이름과 assert 식을 함께 보면 무엇을 검증하려는 함수인지 빠르게 파악할 수 있다. 따라서 반환/호출 결과는 ‘add(2,3)이 5인지 검증한다’이다.
22	data/lessons/python_libraries_missing_topics_v11.json	37	PY11_L10_eval_metric_accuracy_001	accuracy metric 읽기	정답과 예측이 같은 비율	따라서 반환/호출 결과는 ‘정답과 예측이 같은 비율’이다.	YES	accuracy는 전체 예측 중 맞춘 개수의 비율을 계산하는 평가 지표다. 단순 분류 성능을 빠르게 확인할 때 많이 사용한다. 맞은 개수만 보지 말고 전체 데이터 수로 나누어 비율로 만든다는 점이 핵심이다.	accuracy는 전체 예측 중 맞춘 개수의 비율을 계산하는 평가 지표다. 단순 분류 성능을 빠르게 확인할 때 많이 사용한다. 맞은 개수만 보지 말고 전체 데이터 수로 나누어 비율로 만든다는 점이 핵심이다. 따라서 반환/호출 결과는 ‘정답과 예측이 같은 비율’이다.
23	data/lessons/python_llm_api_prompt_validation_v44.json	10	PY44_L09_retry_policy_001	retry policy 읽기	일시적인 timeout이나 네트워크 오류가 날 때	따라서 반환/호출 결과는 ‘일시적인 timeout이나 네트워크 오류가 날 때’이다.	YES	재시도는 일시 장애에는 유용하지만, 잘못된 입력이나 정책 위반을 숨기는 용도로 쓰면 안 된다. retry policy는 API 호출이 실패했을 때 다시 시도할 조건과 횟수를 정한 규칙이다. 일시적 오류와 영구 오류를 구분해야 낭비를 줄일 수 있다.	재시도는 일시 장애에는 유용하지만, 잘못된 입력이나 정책 위반을 숨기는 용도로 쓰면 안 된다. retry policy는 API 호출이 실패했을 때 다시 시도할 조건과 횟수를 정한 규칙이다. 일시적 오류와 영구 오류를 구분해야 낭비를 줄일 수 있다. 따라서 반환/호출 결과는 ‘일시적인 timeout이나 네트워크 오류가 날 때’이다.
24	data/lessons/python_llm_api_prompt_validation_v44.json	15	PY44_L10_hallucination_guard_001	hallucination guard 읽기	근거로 확인되지 않는 주장을 줄인다	따라서 반환/호출 결과는 ‘근거로 확인되지 않는 주장을 줄인다’이다.	YES	근거 기반 답변에서는 생성 후에도 evidence와 맞는지 확인하는 단계가 중요하다. hallucination guard는 모델이 근거 없이 답을 지어내지 않도록 막는 규칙이다. 검색 근거 제한, 출처 확인, 모르면 모른다고 말하기가 핵심이다.	근거 기반 답변에서는 생성 후에도 evidence와 맞는지 확인하는 단계가 중요하다. hallucination guard는 모델이 근거 없이 답을 지어내지 않도록 막는 규칙이다. 검색 근거 제한, 출처 확인, 모르면 모른다고 말하기가 핵심이다. 따라서 반환/호출 결과는 ‘근거로 확인되지 않는 주장을 줄인다’이다.
25	data/lessons/python_logging_monitoring_ops_v25.json	3	PY25_L08_traceback_reading_001	traceback 줄번호 읽기	jobs/curate.py line 18의 json.loads(raw)	따라서 반환/호출 결과는 ‘jobs/curate.py line 18의 json.loads(raw)’이다.	YES	traceback의 아래쪽으로 갈수록 실제 예외가 발생한 위치에 가까운 경우가 많다. traceback은 오류가 어디서 시작되어 어떤 함수들을 거쳐 발생했는지 보여 주는 기록이다. 가장 아래쪽 오류 메시지와 파일명, 줄번호를 먼저 확인하면 된다.	traceback의 아래쪽으로 갈수록 실제 예외가 발생한 위치에 가까운 경우가 많다. traceback은 오류가 어디서 시작되어 어떤 함수들을 거쳐 발생했는지 보여 주는 기록이다. 가장 아래쪽 오류 메시지와 파일명, 줄번호를 먼저 확인하면 된다. 따라서 반환/호출 결과는 ‘jobs/curate.py line 18의 json.loads(raw)’이다.
26	data/lessons/python_powershell_automation_reliable_scripts_v45.json	7	PY45_L08_temp_python_script_001	임시 Python 스크립트 방식 읽기	긴 코드가 PowerShell 변수 상태에 덜 휘둘린다	따라서 출력은 ‘긴 코드가 PowerShell 변수 상태에 덜 휘둘린다’이다.	YES	temp python script는 복잡한 자동화 코드를 임시 파이썬 파일로 저장해 실행하는 방식이다. 실행 대상이 명확하고 재검토와 삭제가 쉽다. PowerShell 한 줄에 긴 코드를 넣는 것보다 따옴표 깨짐과 들여쓰기 문제를 줄일 수 있다.	temp python script는 복잡한 자동화 코드를 임시 파이썬 파일로 저장해 실행하는 방식이다. 실행 대상이 명확하고 재검토와 삭제가 쉽다. PowerShell 한 줄에 긴 코드를 넣는 것보다 따옴표 깨짐과 들여쓰기 문제를 줄일 수 있다. 따라서 출력은 ‘긴 코드가 PowerShell 변수 상태에 덜 휘둘린다’이다.
27	data/lessons/python_project_expansion_v6.json	19	PY6_L06_slug_001	slug 생성 읽기	ai---rag-notes	따라서 출력은 ‘ai---rag-notes’이다.	YES	slug는 제목이나 경로를 안전한 짧은 식별자로 바꾼 값이다. 소문자화한 뒤 /와 공백을 -로 바꾸면 파일명이나 URL에 쓰기 쉬워진다. 사용자에게 보이는 긴 제목과 시스템에서 쓰는 안정적인 식별자를 분리할 때 유용하다.	slug는 제목이나 경로를 안전한 짧은 식별자로 바꾼 값이다. 소문자화한 뒤 /와 공백을 -로 바꾸면 파일명이나 URL에 쓰기 쉬워진다. 사용자에게 보이는 긴 제목과 시스템에서 쓰는 안정적인 식별자를 분리할 때 유용하다. 따라서 출력은 ‘ai---rag-notes’이다.
28	data/lessons/python_project_expansion_v6.json	20	PY6_L08_top_items_001	상위 N개 선택 읽기	앞에서 limit개만 선택	따라서 반환/호출 결과는 ‘앞에서 limit개만 선택’이다.	YES	top items는 점수나 우선순위 기준으로 상위 항목만 고르는 단계다. 이미 정렬된 리스트에서 앞쪽 limit개를 잘라 결과로 사용한다. 슬라이싱은 원본 리스트에서 필요한 구간만 잘라 새 목록처럼 쓰는 방식이라 추천 개수 제한에 자주 쓰인다.	top items는 점수나 우선순위 기준으로 상위 항목만 고르는 단계다. 이미 정렬된 리스트에서 앞쪽 limit개를 잘라 결과로 사용한다. 슬라이싱은 원본 리스트에서 필요한 구간만 잘라 새 목록처럼 쓰는 방식이라 추천 개수 제한에 자주 쓰인다. 따라서 반환/호출 결과는 ‘앞에서 limit개만 선택’이다.
29	data/lessons/python_project_expansion_v6.json	21	PY6_L10_reading_queue_001	reading queue 생성 흐름 읽기	domain이 UAM/AI/Robotics 중 하나	따라서 반환/호출 결과는 ‘domain이 UAM/AI/Robotics 중 하나’이다.	YES	reading queue는 사용자가 읽을 후보를 모아둔 목록이다. 도메인 필터를 통과한 item만 queue에 추가해 불필요한 항목을 줄인다. 큐는 전체 자료를 한 번에 보여주지 않고 사용자가 다음에 읽을 우선순위 묶음으로 좁히는 장치다.	reading queue는 사용자가 읽을 후보를 모아둔 목록이다. 도메인 필터를 통과한 item만 queue에 추가해 불필요한 항목을 줄인다. 큐는 전체 자료를 한 번에 보여주지 않고 사용자가 다음에 읽을 우선순위 묶음으로 좁히는 장치다. 따라서 반환/호출 결과는 ‘domain이 UAM/AI/Robotics 중 하나’이다.
30	data/lessons/python_rag_kg_pipeline_review_v16.json	3	PY16_L09_sentence_chunking_001	문장 단위 chunking 흐름 읽기	이전 chunk의 마지막 두 문장을 다음 chunk에도 겹치게 한다	따라서 반환/호출 결과는 ‘이전 chunk의 마지막 두 문장을 다음 chunk에도 겹치게 한다’이다.	YES	sentence chunking은 문장을 기준으로 텍스트를 나누는 방식이다. overlap을 넣으면 검색할 때 앞뒤 문맥이 끊기는 문제를 줄일 수 있다. overlap이 너무 작으면 문맥이 끊기고 너무 크면 중복이 많아져 검색 효율이 떨어질 수 있다.	sentence chunking은 문장을 기준으로 텍스트를 나누는 방식이다. overlap을 넣으면 검색할 때 앞뒤 문맥이 끊기는 문제를 줄일 수 있다. overlap이 너무 작으면 문맥이 끊기고 너무 크면 중복이 많아져 검색 효율이 떨어질 수 있다. 따라서 반환/호출 결과는 ‘이전 chunk의 마지막 두 문장을 다음 chunk에도 겹치게 한다’이다.
31	data/lessons/python_rag_kg_pipeline_review_v16.json	4	PY16_L09_chunk_id_001	chunk_id 생성 규칙 읽기	doc_17::chunk::0003	따라서 출력은 ‘doc_17::chunk::0003’이다.	YES	chunk_id는 잘라낸 텍스트 조각을 구분하는 식별자다. {index:04d}는 숫자를 4자리로 맞추고 앞을 0으로 채워 정렬하기 쉽게 만든다. 문서 id와 순번을 함께 넣으면 검색 결과가 어느 문서의 몇 번째 조각인지 추적하기 쉽다.	chunk_id는 잘라낸 텍스트 조각을 구분하는 식별자다. {index:04d}는 숫자를 4자리로 맞추고 앞을 0으로 채워 정렬하기 쉽게 만든다. 문서 id와 순번을 함께 넣으면 검색 결과가 어느 문서의 몇 번째 조각인지 추적하기 쉽다. 따라서 출력은 ‘doc_17::chunk::0003’이다.
32	data/lessons/python_rag_kg_pipeline_review_v16.json	8	PY16_L10_evidence_pack_001	evidence pack 조립 읽기	근거 텍스트 앞 300자만 quote로 저장한다	따라서 반환/호출 결과는 ‘근거 텍스트 앞 300자만 quote로 저장한다’이다.	YES	evidence pack은 답변에 사용할 근거 조각을 묶은 자료다. 긴 chunk를 그대로 넣지 않고 일부 quote만 담으면 prompt 크기를 줄일 수 있다.	evidence pack은 답변에 사용할 근거 조각을 묶은 자료다. 긴 chunk를 그대로 넣지 않고 일부 quote만 담으면 prompt 크기를 줄일 수 있다. 따라서 반환/호출 결과는 ‘근거 텍스트 앞 300자만 quote로 저장한다’이다.
33	data/lessons/python_rag_kg_pipeline_review_v16.json	10	PY16_L10_llm_retry_timeout_001	LLM 호출 재시도 흐름 읽기	최대 max_attempts번까지 다시 시도하기 위해	따라서 반환/호출 결과는 ‘최대 max_attempts번까지 다시 시도하기 위해’이다.	YES	try/except가 반복문 안에 있어서 timeout이 나도 다음 attempt로 넘어갈 수 있다. LLM 호출 재시도 흐름은 시간초과나 일시 오류가 났을 때 다시 요청하는 구조다. 재시도 횟수와 대기 시간을 제한해야 비용과 지연을 통제할 수 있다.	try/except가 반복문 안에 있어서 timeout이 나도 다음 attempt로 넘어갈 수 있다. LLM 호출 재시도 흐름은 시간초과나 일시 오류가 났을 때 다시 요청하는 구조다. 재시도 횟수와 대기 시간을 제한해야 비용과 지연을 통제할 수 있다. 따라서 반환/호출 결과는 ‘최대 max_attempts번까지 다시 시도하기 위해’이다.
