file	index	id	title	old_reading_goal	new_reading_goal
data/lessons/python_ai_learning_methods_v14.json	7	PY14_L08_pretrain_finetune_compare_001	Pretraining과 Fine-tuning 비교	‘대량 일반학습과 목적별 추가학습을 비교해 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	대량 일반학습과 목적별 추가학습을 비교해 이해한다.
data/lessons/python_ai_learning_methods_v14.json	11	PY14_L08_quantization_compare_001	양자화 fp32/fp16/int8/4bit 비교	‘정밀도와 메모리 사용량의 trade-off를 비교한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	정밀도와 메모리 사용량의 trade-off를 비교한다.
data/lessons/python_ai_learning_methods_v14.json	14	PY14_L08_prompt_tuning_compare_001	Prompting / RAG / LoRA / Full fine-tuning 비교	‘문제 상황에 따라 어떤 조정 방법이 적절한지 비교한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	문제 상황에 따라 어떤 조정 방법이 적절한지 비교한다.
data/lessons/python_ai_learning_methods_v14.json	15	PY14_L08_train_val_test_001	train/validation/test 분리	‘학습용/튜닝용/최종평가용 데이터를 나누는 이유를 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	학습용/튜닝용/최종평가용 데이터를 나누는 이유를 이해한다.
data/lessons/python_ai_learning_methods_v14.json	16	PY14_L08_epoch_batch_lr_001	epoch / batch size / learning rate 비교	‘학습 로그에서 자주 보는 세 단어를 함께 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	학습 로그에서 자주 보는 세 단어를 함께 이해한다.
data/lessons/python_ai_learning_methods_v14.json	17	PY14_L08_overfitting_001	overfitting 개념 읽기	‘훈련 데이터에는 잘 맞지만 새 데이터에 약한 상태를 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	훈련 데이터에는 잘 맞지만 새 데이터에 약한 상태를 이해한다.
data/lessons/python_ai_learning_methods_v14.json	19	PY14_L09_freeze_layers_001	freeze와 trainable parameter 읽기	‘일부 레이어만 학습시키는 freeze 설정 흐름을 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	일부 레이어만 학습시키는 freeze 설정 흐름을 읽는다.
data/lessons/python_ai_learning_methods_v14.json	21	PY14_L09_checkpoint_resume_001	checkpoint와 resume 학습	‘중간 저장점에서 학습을 이어가는 구조를 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	중간 저장점에서 학습을 이어가는 구조를 이해한다.
data/lessons/python_ai_learning_methods_v14.json	22	PY14_L09_embedding_model_vs_llm_001	Embedding model과 LLM 비교	‘검색용 벡터 모델과 생성형 언어모델의 역할을 구분한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	검색용 벡터 모델과 생성형 언어모델의 역할을 구분한다.
data/lessons/python_ai_learning_methods_v14.json	23	PY14_L10_model_strategy_map_001	상황별 AI 학습/적용 전략 지도	‘문제 상황별로 RAG/LoRA/양자화/증류를 비교해 선택한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	문제 상황별로 RAG/LoRA/양자화/증류를 비교해 선택한다.
data/lessons/python_ai_toolchain_expansion_v12.json	2	PY12_L06_pip_install_001	pip install 읽기	‘파이썬 패키지를 설치하는 pip 명령을 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	파이썬 패키지를 설치하는 pip 명령을 읽는다.
data/lessons/python_ai_toolchain_expansion_v12.json	3	PY12_L06_venv_activate_001	venv 활성화 읽기	‘가상환경을 켜는 PowerShell 명령을 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	가상환경을 켜는 PowerShell 명령을 읽는다.
data/lessons/python_ai_toolchain_expansion_v12.json	5	PY12_L07_path_env_001	PATH 환경변수 의미	‘명령어가 어디서 찾아지는지 PATH 개념을 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	명령어가 어디서 찾아지는지 PATH 개념을 이해한다.
data/lessons/python_ai_toolchain_expansion_v12.json	6	PY12_L08_subprocess_tool_001	subprocess로 외부 도구 호출	‘파이썬에서 외부 CLI 도구를 호출하는 패턴을 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	파이썬에서 외부 CLI 도구를 호출하는 패턴을 읽는다.
data/lessons/python_ai_toolchain_expansion_v12.json	10	PY12_L08_model_to_device_001	model.to(device) 읽기	‘모델을 CPU/GPU 장치로 옮기는 코드를 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	모델을 CPU/GPU 장치로 옮기는 코드를 읽는다.
data/lessons/python_ai_toolchain_expansion_v12.json	11	PY12_L09_tensor_to_device_001	tensor.to(device) 읽기	‘입력 텐서를 모델과 같은 장치로 옮기는 코드를 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	입력 텐서를 모델과 같은 장치로 옮기는 코드를 읽는다.
data/lessons/python_ai_toolchain_expansion_v12.json	12	PY12_L09_cuda_oom_001	CUDA out of memory 원인 읽기	‘GPU 메모리 부족 오류가 보통 무엇과 관련되는지 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	GPU 메모리 부족 오류가 보통 무엇과 관련되는지 이해한다.
data/lessons/python_ai_toolchain_expansion_v12.json	14	PY12_L09_dtype_fp16_001	fp16 dtype 읽기	‘float16이 메모리 절약과 관련 있다는 것을 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	float16이 메모리 절약과 관련 있다는 것을 이해한다.
data/lessons/python_ai_toolchain_expansion_v12.json	16	PY12_L08_torch_tensor_001	torch.tensor 기본 읽기	‘리스트를 PyTorch 텐서로 바꾸는 코드를 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	리스트를 PyTorch 텐서로 바꾸는 코드를 읽는다.
data/lessons/python_ai_toolchain_expansion_v12.json	17	PY12_L08_no_grad_001	torch.no_grad 읽기	‘추론 때 gradient 계산을 끄는 코드를 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	추론 때 gradient 계산을 끄는 코드를 읽는다.
data/lessons/python_ai_toolchain_expansion_v12.json	18	PY12_L08_model_eval_001	model.eval 읽기	‘모델을 평가/추론 모드로 바꾸는 코드를 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	모델을 평가/추론 모드로 바꾸는 코드를 읽는다.
data/lessons/python_ai_toolchain_expansion_v12.json	20	PY12_L09_backward_step_001	loss.backward와 optimizer.step	‘PyTorch 학습 루프의 핵심 두 줄을 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	PyTorch 학습 루프의 핵심 두 줄을 읽는다.
data/lessons/python_ai_toolchain_expansion_v12.json	21	PY12_L09_checkpoint_state_dict_001	state_dict 저장 읽기	‘모델 가중치를 저장하는 PyTorch 패턴을 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	모델 가중치를 저장하는 PyTorch 패턴을 읽는다.
data/lessons/python_ai_toolchain_expansion_v12.json	23	PY12_L09_model_generate_001	model.generate 읽기	‘LLM이 새 토큰을 생성하는 호출 지점을 찾는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	LLM이 새 토큰을 생성하는 호출 지점을 찾는다.
data/lessons/python_ai_toolchain_expansion_v12.json	24	PY12_L09_attention_mask_001	attention_mask 의미 읽기	‘패딩 토큰과 실제 토큰을 구분하는 mask 개념을 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	패딩 토큰과 실제 토큰을 구분하는 mask 개념을 읽는다.
data/lessons/python_ai_toolchain_expansion_v12.json	25	PY12_L09_pipeline_001	transformers pipeline 읽기	‘간단한 추론 파이프라인을 만드는 코드를 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	간단한 추론 파이프라인을 만드는 코드를 읽는다.
data/lessons/python_ai_toolchain_expansion_v12.json	26	PY12_L09_sentence_transformer_001	SentenceTransformer encode 읽기	‘문장을 임베딩 벡터로 바꾸고 검색에 쓰는 흐름을 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	문장을 임베딩 벡터로 바꾸고 검색에 쓰는 흐름을 읽는다.
data/lessons/python_ai_toolchain_expansion_v12.json	28	PY12_L08_pil_open_001	PIL Image.open 읽기	‘이미지 파일을 여는 Pillow 코드를 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	이미지 파일을 여는 Pillow 코드를 읽는다.
data/lessons/python_ai_toolchain_expansion_v12.json	29	PY12_L08_cv2_imread_001	OpenCV cv2.imread 읽기	‘OpenCV로 이미지를 읽는 코드를 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	OpenCV로 이미지를 읽는 코드를 이해한다.
data/lessons/python_ai_toolchain_expansion_v12.json	31	PY12_L08_pytesseract_001	pytesseract OCR 읽기	‘이미지에서 글자를 추출하는 OCR 호출을 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	이미지에서 글자를 추출하는 OCR 호출을 읽는다.
data/lessons/python_ai_toolchain_expansion_v12.json	32	PY12_L09_easyocr_001	EasyOCR Reader 읽기	‘EasyOCR로 이미지 텍스트를 읽는 흐름을 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	EasyOCR로 이미지 텍스트를 읽는 흐름을 이해한다.
data/lessons/python_ai_toolchain_expansion_v12.json	33	PY12_L08_pymupdf_extract_001	PyMuPDF fitz.open 읽기	‘PDF에서 페이지 텍스트를 추출하는 흐름을 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	PDF에서 페이지 텍스트를 추출하는 흐름을 읽는다.
data/lessons/python_ai_toolchain_expansion_v12.json	35	PY12_L08_poppler_pdfimages_001	poppler pdfimages 명령 읽기	‘PDF 내부 이미지를 추출하는 외부 도구 명령을 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	PDF 내부 이미지를 추출하는 외부 도구 명령을 읽는다.
data/lessons/python_ai_toolchain_expansion_v12.json	36	PY12_L08_uvicorn_001	uvicorn 실행 명령 읽기	‘FastAPI 앱을 로컬 서버로 실행하는 명령을 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	FastAPI 앱을 로컬 서버로 실행하는 명령을 읽는다.
data/lessons/python_ai_toolchain_expansion_v12.json	37	PY12_L08_fastapi_cors_001	FastAPI CORS middleware 읽기	‘다른 출처의 웹앱 요청을 허용하는 CORS 설정을 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	다른 출처의 웹앱 요청을 허용하는 CORS 설정을 읽는다.
data/lessons/python_ai_toolchain_expansion_v12.json	38	PY12_L08_fastapi_static_001	FastAPI StaticFiles 읽기	‘정적 파일 폴더를 웹에서 제공하는 코드를 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	정적 파일 폴더를 웹에서 제공하는 코드를 읽는다.
data/lessons/python_ai_toolchain_expansion_v12.json	39	PY12_L08_streamlit_001	streamlit 앱 실행 흐름	‘간단한 데이터/AI 데모 UI 코드를 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	간단한 데이터/AI 데모 UI 코드를 읽는다.
data/lessons/python_ai_toolchain_expansion_v12.json	40	PY12_L08_gradio_001	gradio Interface 읽기	‘함수를 웹 데모 UI로 감싸는 gradio 구조를 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	함수를 웹 데모 UI로 감싸는 gradio 구조를 읽는다.
data/lessons/python_ai_toolchain_expansion_v12.json	41	PY12_L08_docker_run_001	docker run 기본 읽기	‘컨테이너로 앱을 실행하는 명령의 의미를 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	컨테이너로 앱을 실행하는 명령의 의미를 읽는다.
data/lessons/python_analytics_privacy_optin_v60.json	6	PY60_L08_minimal_event_data_001	minimal event data 읽기	‘이벤트에는 필요한 최소 정보만 담아야 한다는 원칙을 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	이벤트에는 필요한 최소 정보만 담아야 한다는 원칙을 이해한다.
data/lessons/python_analytics_privacy_optin_v60.json	8	PY60_L08_anonymous_id_001	anonymous id 읽기	‘개인 식별 정보 대신 익명 ID를 쓰는 방식을 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	개인 식별 정보 대신 익명 ID를 쓰는 방식을 이해한다.
data/lessons/python_analytics_privacy_optin_v60.json	13	PY60_L09_analytics_toggle_ui_001	analytics toggle UI 읽기	‘설정 화면에서 분석 수집 여부를 켜고 끄는 UI를 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	설정 화면에서 분석 수집 여부를 켜고 끄는 UI를 이해한다.
data/lessons/python_architecture_layers_patterns_v41.json	2	PY41_L06_request_flow_001	request flow 읽기	‘사용자 행동이 어떤 코드 흐름을 따라 처리되는지 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	사용자 행동이 어떤 코드 흐름을 따라 처리되는지 읽는다.
data/lessons/python_architecture_layers_patterns_v41.json	10	PY41_L09_boundary_001	boundary 읽기	‘코드와 코드 사이의 경계를 명확히 두는 이유를 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	코드와 코드 사이의 경계를 명확히 두는 이유를 이해한다.
data/lessons/python_architecture_layers_patterns_v41.json	11	PY41_L09_pure_function_side_effect_001	pure function vs side effect 읽기	‘계산만 하는 함수와 외부 상태를 바꾸는 함수를 구분한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	계산만 하는 함수와 외부 상태를 바꾸는 함수를 구분한다.
data/lessons/python_architecture_layers_patterns_v41.json	13	PY41_L10_monolith_modular_001	monolith vs modular structure 읽기	‘한 덩어리 구조와 모듈형 구조의 차이를 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	한 덩어리 구조와 모듈형 구조의 차이를 읽는다.
data/lessons/python_architecture_layers_patterns_v41.json	15	PY41_L10_architecture_diagram_001	architecture diagram 읽기	‘아키텍처 그림을 박스와 화살표의 의미로 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	아키텍처 그림을 박스와 화살표의 의미로 읽는다.
data/lessons/python_async_batch_queue_v26.json	1	PY26_L07_async_await_basic_001	async/await 기본 읽기	‘비동기 함수와 await의 기본 의미를 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	비동기 함수와 await의 기본 의미를 읽는다.
data/lessons/python_async_batch_queue_v26.json	3	PY26_L08_batch_loop_001	batch loop 읽기	‘큰 목록을 일정 크기의 배치로 나누어 처리하는 코드를 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	큰 목록을 일정 크기의 배치로 나누어 처리하는 코드를 읽는다.
data/lessons/python_async_batch_queue_v26.json	7	PY26_L09_checkpoint_resume_001	checkpoint/resume 읽기	‘이미 끝난 작업을 기록해 재실행 시 건너뛰는 구조를 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	이미 끝난 작업을 기록해 재실행 시 건너뛰는 구조를 읽는다.
data/lessons/python_async_batch_queue_v26.json	8	PY26_L09_retry_queue_001	retry queue 읽기	‘실패한 작업만 따로 모아 재시도하는 구조를 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	실패한 작업만 따로 모아 재시도하는 구조를 읽는다.
data/lessons/python_async_batch_queue_v26.json	9	PY26_L10_background_job_status_001	background job 상태 저장 읽기	‘오래 걸리는 작업의 상태를 DB에 기록하는 구조를 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	오래 걸리는 작업의 상태를 DB에 기록하는 구조를 이해한다.
data/lessons/python_async_queue_batch_jobs_v36.json	3	PY36_L07_task_001	task 읽기	‘비동기 작업 단위인 task의 의미를 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	비동기 작업 단위인 task의 의미를 이해한다.
data/lessons/python_async_queue_batch_jobs_v36.json	6	PY36_L08_batch_001	batch 처리 읽기	‘많은 작업을 묶어서 처리하는 batch 개념을 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	많은 작업을 묶어서 처리하는 batch 개념을 이해한다.
data/lessons/python_async_queue_batch_jobs_v36.json	9	PY36_L09_checkpoint_001	checkpoint 읽기	‘긴 작업 중간 결과를 저장해 재시작 가능한 구조를 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	긴 작업 중간 결과를 저장해 재시작 가능한 구조를 이해한다.
data/lessons/python_async_queue_batch_jobs_v36.json	13	PY36_L10_progress_log_001	progress log 읽기	‘긴 작업의 진행률 로그에서 현재 처리량과 남은 작업을 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	긴 작업의 진행률 로그에서 현재 처리량과 남은 작업을 읽는다.
data/lessons/python_auth_security_tokens_permissions_v38.json	8	PY38_L09_secret_env_001	secret / env 읽기	‘비밀값을 코드가 아니라 환경변수로 주입하는 방식을 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	비밀값을 코드가 아니라 환경변수로 주입하는 방식을 이해한다.
data/lessons/python_auth_security_tokens_permissions_v38.json	11	PY38_L10_role_permission_001	role / permission 읽기	‘역할에 따라 허용되는 기능을 나누는 권한 모델을 이해한다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	역할에 따라 허용되는 기능을 나누는 권한 모델을 이해한다.
data/lessons/python_auth_security_tokens_permissions_v38.json	13	PY38_L10_token_expiration_001	token expiration 읽기	‘토큰 만료 시간이 보안과 재로그인 흐름에 주는 영향을 읽는다’라는 목표를 바탕으로, 코드 단서와 실행 이유를 함께 구분하는 연습입니다.	토큰 만료 시간이 보안과 재로그인 흐름에 주는 영향을 읽는다.
