rank	file	index	id	title	answer	final_sentence	changed	old_explanation	new_explanation
11	data/lessons/python_foundation_level3_v95_a2_dict_tuple_set.json	17	PYF95_A2_DTS_017_TUPLE_INDEX	tuple 인덱스로 값 읽기	결과는 3이다	따라서 결과는 3이다.	YES	point[0]은 첫 번째 값 3이다. 이 문제는 Level 3에서 자료구조의 모양과 접근 방식을 분리해서 읽는 연습이다. dict는 key로 value를 찾고, tuple은 순서가 있는 묶음이며, set은 중복 없는 값 모음이다. 정답을 고를 때는 코드가 값을 새로 만드는지, 기존 값을 바꾸는지, key로 꺼내는지, 반복문으로 key와 value를 함께 읽는지 확인해야 한다. 특히 대괄호 접근, get 기본값, keys와 values와 items의 차이, tuple unpacking, set의 중복 제거를 실제 실행 순서대로 따라간다.	point[0]은 첫 번째 값 3이다. 이 문제는 Level 3에서 자료구조의 모양과 접근 방식을 분리해서 읽는 연습이다. dict는 key로 value를 찾고, tuple은 순서가 있는 묶음이며, set은 중복 없는 값 모음이다. 정답을 고를 때는 코드가 값을 새로 만드는지, 기존 값을 바꾸는지, key로 꺼내는지, 반복문으로 key와 value를 함께 읽는지 확인해야 한다. 특히 대괄호 접근, get 기본값, keys와 values와 items의 차이, tuple unpacking, set의 중복 제거를 실제 실행 순서대로 따라간다. 따라서 결과는 3이다.
12	data/lessons/python_foundation_level3_v95_a2_dict_tuple_set.json	21	PYF95_A2_DTS_021_ITEMS_UNPACK_TUPLE	items 결과를 unpacking하기	x 다음 1	따라서 출력 순서는 ‘x 다음 1’이다.	YES	key는 x, value는 1이다. 이 문제는 Level 3에서 자료구조의 모양과 접근 방식을 분리해서 읽는 연습이다. dict는 key로 value를 찾고, tuple은 순서가 있는 묶음이며, set은 중복 없는 값 모음이다. 정답을 고를 때는 코드가 값을 새로 만드는지, 기존 값을 바꾸는지, key로 꺼내는지, 반복문으로 key와 value를 함께 읽는지 확인해야 한다. 특히 대괄호 접근, get 기본값, keys와 values와 items의 차이, tuple unpacking, set의 중복 제거를 실제 실행 순서대로 따라간다.	key는 x, value는 1이다. 이 문제는 Level 3에서 자료구조의 모양과 접근 방식을 분리해서 읽는 연습이다. dict는 key로 value를 찾고, tuple은 순서가 있는 묶음이며, set은 중복 없는 값 모음이다. 정답을 고를 때는 코드가 값을 새로 만드는지, 기존 값을 바꾸는지, key로 꺼내는지, 반복문으로 key와 value를 함께 읽는지 확인해야 한다. 특히 대괄호 접근, get 기본값, keys와 values와 items의 차이, tuple unpacking, set의 중복 제거를 실제 실행 순서대로 따라간다. 따라서 출력 순서는 ‘x 다음 1’이다.
13	data/lessons/python_foundation_level3_v95_a3_loop_tools.json	2	PYF95_A3_LOOP_002_WHILE_FALSE_START	처음부터 False인 while	아무것도 출력되지 않음	따라서 화면에는 아무것도 출력되지 않는다. 보기 표현으로는 ‘아무것도 출력되지 않음’이 맞다.	YES	처음 i는 5이고 5 < 3은 False이므로 본문이 실행되지 않는다. 이 문제는 Level 3에서 반복 흐름과 반복 보조 도구를 실제 실행 순서대로 읽는 연습이다. while은 조건이 True인 동안 반복하고, break는 반복문을 끝내며, continue는 현재 반복의 남은 줄을 건너뛴다. sorted, reversed, enumerate, zip은 반복 순서나 반복 변수의 모양을 바꾸므로 현재 반복에서 변수에 어떤 값이 들어가는지 먼저 확인해야 한다.	처음 i는 5이고 5 < 3은 False이므로 본문이 실행되지 않는다. 이 문제는 Level 3에서 반복 흐름과 반복 보조 도구를 실제 실행 순서대로 읽는 연습이다. while은 조건이 True인 동안 반복하고, break는 반복문을 끝내며, continue는 현재 반복의 남은 줄을 건너뛴다. sorted, reversed, enumerate, zip은 반복 순서나 반복 변수의 모양을 바꾸므로 현재 반복에서 변수에 어떤 값이 들어가는지 먼저 확인해야 한다. 따라서 화면에는 아무것도 출력되지 않는다. 보기 표현으로는 ‘아무것도 출력되지 않음’이 맞다.
14	data/lessons/python_foundation_level3_v95_a3_loop_tools.json	4	PYF95_A3_LOOP_004_WHILE_LIST_INDEX	while로 리스트 인덱스 읽기	a 다음 b	따라서 출력 순서는 ‘a 다음 b’이다.	YES	i가 0일 때 a, 1일 때 b가 출력된다. 이 문제는 Level 3에서 반복 흐름과 반복 보조 도구를 실제 실행 순서대로 읽는 연습이다. while은 조건이 True인 동안 반복하고, break는 반복문을 끝내며, continue는 현재 반복의 남은 줄을 건너뛴다. sorted, reversed, enumerate, zip은 반복 순서나 반복 변수의 모양을 바꾸므로 현재 반복에서 변수에 어떤 값이 들어가는지 먼저 확인해야 한다.	i가 0일 때 a, 1일 때 b가 출력된다. 이 문제는 Level 3에서 반복 흐름과 반복 보조 도구를 실제 실행 순서대로 읽는 연습이다. while은 조건이 True인 동안 반복하고, break는 반복문을 끝내며, continue는 현재 반복의 남은 줄을 건너뛴다. sorted, reversed, enumerate, zip은 반복 순서나 반복 변수의 모양을 바꾸므로 현재 반복에서 변수에 어떤 값이 들어가는지 먼저 확인해야 한다. 따라서 출력 순서는 ‘a 다음 b’이다.
15	data/lessons/python_foundation_level3_v95_a3_loop_tools.json	6	PYF95_A3_LOOP_006_BREAK_AT_THREE	break로 반복 중단	1 다음 2	따라서 출력 순서는 ‘1 다음 2’이다.	YES	n이 3이 되면 break가 실행되어 3과 4는 출력되지 않는다. 이 문제는 Level 3에서 반복 흐름과 반복 보조 도구를 실제 실행 순서대로 읽는 연습이다. while은 조건이 True인 동안 반복하고, break는 반복문을 끝내며, continue는 현재 반복의 남은 줄을 건너뛴다. sorted, reversed, enumerate, zip은 반복 순서나 반복 변수의 모양을 바꾸므로 현재 반복에서 변수에 어떤 값이 들어가는지 먼저 확인해야 한다.	n이 3이 되면 break가 실행되어 3과 4는 출력되지 않는다. 이 문제는 Level 3에서 반복 흐름과 반복 보조 도구를 실제 실행 순서대로 읽는 연습이다. while은 조건이 True인 동안 반복하고, break는 반복문을 끝내며, continue는 현재 반복의 남은 줄을 건너뛴다. sorted, reversed, enumerate, zip은 반복 순서나 반복 변수의 모양을 바꾸므로 현재 반복에서 변수에 어떤 값이 들어가는지 먼저 확인해야 한다. 따라서 출력 순서는 ‘1 다음 2’이다.
16	data/lessons/python_foundation_level3_v95_a3_loop_tools.json	8	PYF95_A3_LOOP_008_CONTINUE_SKIP_EVEN	continue로 짝수 건너뛰기	1 다음 3	따라서 출력 순서는 ‘1 다음 3’이다.	YES	짝수 2와 4에서는 continue 때문에 print가 실행되지 않는다. 이 문제는 Level 3에서 반복 흐름과 반복 보조 도구를 실제 실행 순서대로 읽는 연습이다. while은 조건이 True인 동안 반복하고, break는 반복문을 끝내며, continue는 현재 반복의 남은 줄을 건너뛴다. sorted, reversed, enumerate, zip은 반복 순서나 반복 변수의 모양을 바꾸므로 현재 반복에서 변수에 어떤 값이 들어가는지 먼저 확인해야 한다.	짝수 2와 4에서는 continue 때문에 print가 실행되지 않는다. 이 문제는 Level 3에서 반복 흐름과 반복 보조 도구를 실제 실행 순서대로 읽는 연습이다. while은 조건이 True인 동안 반복하고, break는 반복문을 끝내며, continue는 현재 반복의 남은 줄을 건너뛴다. sorted, reversed, enumerate, zip은 반복 순서나 반복 변수의 모양을 바꾸므로 현재 반복에서 변수에 어떤 값이 들어가는지 먼저 확인해야 한다. 따라서 출력 순서는 ‘1 다음 3’이다.
17	data/lessons/python_foundation_level3_v95_a3_loop_tools.json	9	PYF95_A3_LOOP_009_CONTINUE_SKIP_EMPTY	빈 문자열 건너뛰기	a 다음 b	따라서 출력 순서는 ‘a 다음 b’이다.	YES	빈 문자열 반복에서는 print가 실행되지 않으므로 a와 b만 출력된다. 이 문제는 Level 3에서 반복 흐름과 반복 보조 도구를 실제 실행 순서대로 읽는 연습이다. while은 조건이 True인 동안 반복하고, break는 반복문을 끝내며, continue는 현재 반복의 남은 줄을 건너뛴다. sorted, reversed, enumerate, zip은 반복 순서나 반복 변수의 모양을 바꾸므로 현재 반복에서 변수에 어떤 값이 들어가는지 먼저 확인해야 한다.	빈 문자열 반복에서는 print가 실행되지 않으므로 a와 b만 출력된다. 이 문제는 Level 3에서 반복 흐름과 반복 보조 도구를 실제 실행 순서대로 읽는 연습이다. while은 조건이 True인 동안 반복하고, break는 반복문을 끝내며, continue는 현재 반복의 남은 줄을 건너뛴다. sorted, reversed, enumerate, zip은 반복 순서나 반복 변수의 모양을 바꾸므로 현재 반복에서 변수에 어떤 값이 들어가는지 먼저 확인해야 한다. 따라서 출력 순서는 ‘a 다음 b’이다.
18	data/lessons/python_foundation_level3_v95_a3_loop_tools.json	10	PYF95_A3_LOOP_010_WHILE_BREAK	while 안 break	0 다음 1	따라서 출력 순서는 ‘0 다음 1’이다.	YES	i가 2가 되면 break가 먼저 실행되어 2는 출력되지 않는다. 이 문제는 Level 3에서 반복 흐름과 반복 보조 도구를 실제 실행 순서대로 읽는 연습이다. while은 조건이 True인 동안 반복하고, break는 반복문을 끝내며, continue는 현재 반복의 남은 줄을 건너뛴다. sorted, reversed, enumerate, zip은 반복 순서나 반복 변수의 모양을 바꾸므로 현재 반복에서 변수에 어떤 값이 들어가는지 먼저 확인해야 한다.	i가 2가 되면 break가 먼저 실행되어 2는 출력되지 않는다. 이 문제는 Level 3에서 반복 흐름과 반복 보조 도구를 실제 실행 순서대로 읽는 연습이다. while은 조건이 True인 동안 반복하고, break는 반복문을 끝내며, continue는 현재 반복의 남은 줄을 건너뛴다. sorted, reversed, enumerate, zip은 반복 순서나 반복 변수의 모양을 바꾸므로 현재 반복에서 변수에 어떤 값이 들어가는지 먼저 확인해야 한다. 따라서 출력 순서는 ‘0 다음 1’이다.
19	data/lessons/python_foundation_level3_v95_a3_loop_tools.json	14	PYF95_A3_LOOP_014_SORT_METHOD_MUTATES	sort는 원본 리스트를 바꾼다	[1, 2, 3]	따라서 출력은 ‘[1, 2, 3]’이다.	YES	nums.sort()는 nums 자체를 정렬한다. 이 문제는 Level 3에서 반복 흐름과 반복 보조 도구를 실제 실행 순서대로 읽는 연습이다. while은 조건이 True인 동안 반복하고, break는 반복문을 끝내며, continue는 현재 반복의 남은 줄을 건너뛴다. sorted, reversed, enumerate, zip은 반복 순서나 반복 변수의 모양을 바꾸므로 현재 반복에서 변수에 어떤 값이 들어가는지 먼저 확인해야 한다.	nums.sort()는 nums 자체를 정렬한다. 이 문제는 Level 3에서 반복 흐름과 반복 보조 도구를 실제 실행 순서대로 읽는 연습이다. while은 조건이 True인 동안 반복하고, break는 반복문을 끝내며, continue는 현재 반복의 남은 줄을 건너뛴다. sorted, reversed, enumerate, zip은 반복 순서나 반복 변수의 모양을 바꾸므로 현재 반복에서 변수에 어떤 값이 들어가는지 먼저 확인해야 한다. 따라서 출력은 ‘[1, 2, 3]’이다.
20	data/lessons/python_foundation_level3_v95_a3_loop_tools.json	30	PYF95_A3_LOOP_030_SORTED_SET	set을 sorted로 정렬해 보기	['a', 'b']	따라서 출력은 ‘['a', 'b']’이다.	YES	sorted(tags)는 정렬된 리스트를 돌려준다. 이 문제는 Level 3에서 반복 흐름과 반복 보조 도구를 실제 실행 순서대로 읽는 연습이다. while은 조건이 True인 동안 반복하고, break는 반복문을 끝내며, continue는 현재 반복의 남은 줄을 건너뛴다. sorted, reversed, enumerate, zip은 반복 순서나 반복 변수의 모양을 바꾸므로 현재 반복에서 변수에 어떤 값이 들어가는지 먼저 확인해야 한다.	sorted(tags)는 정렬된 리스트를 돌려준다. 이 문제는 Level 3에서 반복 흐름과 반복 보조 도구를 실제 실행 순서대로 읽는 연습이다. while은 조건이 True인 동안 반복하고, break는 반복문을 끝내며, continue는 현재 반복의 남은 줄을 건너뛴다. sorted, reversed, enumerate, zip은 반복 순서나 반복 변수의 모양을 바꾸므로 현재 반복에서 변수에 어떤 값이 들어가는지 먼저 확인해야 한다. 따라서 출력은 ‘['a', 'b']’이다.
