file	index	id	title	answer	action	answer_explicit_now	final_status	reason	explanation
data/lessons/python_beginner_mixed_review_v96_a1.json	19	PYV96_A1_REVIEW_019_NESTED_LIST_INDEX	중첩 리스트 값 읽기	3	NO_ACTION	YES	OK_ALREADY_EXPLICIT	V318에서 조치 불필요였고 현재도 정답 표현 확인	grid[1]은 [3, 4]이고 그중 [0]은 3이다. 이 문제는 초급 파이썬 코드를 한 줄씩 읽는 복습 문제다. 정답을 고를 때는 문법 이름을 외우는 것보다 실행 순서, 변수의 현재 값, 조건의 True/False, 반복 중 바뀌는 값, 자료구조에 남는 값을 확인해야 한다. 특히 print되는 값과 변수에 저장되는 값은 다를 수 있고, 함수는 호출될 때 실행되어 return 값을 돌려준다.
data/lessons/python_beginner_mixed_review_v96_a1.json	22	PYV96_A1_REVIEW_022_JOIN_LIST	리스트 join 읽기	python	NO_ACTION	YES	OK_ALREADY_EXPLICIT	V318에서 조치 불필요였고 현재도 정답 표현 확인	빈 문자열을 사이에 두고 py와 thon을 붙여 python이 된다. 이 문제는 초급 파이썬 코드를 한 줄씩 읽는 복습 문제다. 정답을 고를 때는 문법 이름을 외우는 것보다 실행 순서, 변수의 현재 값, 조건의 True/False, 반복 중 바뀌는 값, 자료구조에 남는 값을 확인해야 한다. 특히 print되는 값과 변수에 저장되는 값은 다를 수 있고, 함수는 호출될 때 실행되어 return 값을 돌려준다.
data/lessons/python_beginner_mixed_review_v96_a1.json	25	PYV96_A1_REVIEW_025_FUNCTION_RETURN	함수 return 복습	7	NO_ACTION	YES	OK_ALREADY_EXPLICIT	V318에서 조치 불필요였고 현재도 정답 표현 확인	a는 2, b는 5이고 return 값 7이 result에 저장된다. 이 문제는 초급 파이썬 코드를 한 줄씩 읽는 복습 문제다. 정답을 고를 때는 문법 이름을 외우는 것보다 실행 순서, 변수의 현재 값, 조건의 True/False, 반복 중 바뀌는 값, 자료구조에 남는 값을 확인해야 한다. 특히 print되는 값과 변수에 저장되는 값은 다를 수 있고, 함수는 호출될 때 실행되어 return 값을 돌려준다.
data/lessons/python_beginner_mixed_review_v96_a1.json	28	PYV96_A1_REVIEW_028_FUNCTION_LIST_SUM	함수 안 반복 합계	6	NO_ACTION	YES	OK_ALREADY_EXPLICIT	V318에서 조치 불필요였고 현재도 정답 표현 확인	total 함수는 result를 0에서 시작한 뒤 nums의 값을 하나씩 더한다. 1, 2, 3을 차례대로 더하면 result는 6이 되고, return result가 그 값을 함수 밖으로 돌려준다. print(total([1, 2, 3]))은 반환된 6을 화면에 출력한다. 이 카드는 반복 합계 과정과 return 값을 분리해서 읽는 연습이다.
data/lessons/python_beginner_mixed_review_v96_a1.json	30	PYV96_A1_REVIEW_030_SORTED_REVIEW	sorted 복습	1	NO_ACTION	YES	OK_ALREADY_EXPLICIT	V318에서 조치 불필요였고 현재도 정답 표현 확인	정렬 결과는 [1, 2, 3]이고 index 0은 1이다. 이 문제는 초급 파이썬 코드를 한 줄씩 읽는 복습 문제다. 정답을 고를 때는 문법 이름을 외우는 것보다 실행 순서, 변수의 현재 값, 조건의 True/False, 반복 중 바뀌는 값, 자료구조에 남는 값을 확인해야 한다. 특히 print되는 값과 변수에 저장되는 값은 다를 수 있고, 함수는 호출될 때 실행되어 return 값을 돌려준다.
data/lessons/python_beginner_reading_notes_v96_a2.json	1	PYV96_A2_NOTE_001_ASSIGNMENT_TRACE	대입 흐름 복습	6	NO_ACTION	YES	OK_ALREADY_EXPLICIT	V318에서 조치 불필요였고 현재도 정답 표현 확인	y는 5가 되고 x는 y + 1이라서 6이 된다. 이 문제는 새 문법을 늘리는 것보다 초급자가 코드를 읽는 순서를 복습하도록 만든 문제다. 먼저 출력 줄을 확인하고, 그 출력에 필요한 변수 값과 자료구조 값을 위에서부터 추적한다. 조건문은 True/False 결과를 판단하고, 반복문은 반복마다 바뀌는 값을 따라가며, 함수는 호출될 때 실행되어 return 값을 돌려준다는 점을 기준으로 정답을 고른다. 이 문제는 새 문법을 늘리는 것보다
data/lessons/python_beginner_reading_notes_v96_a2.json	9	PYV96_A2_NOTE_009_LOOP_ACCUMULATE	반복 누적 읽기	6	NO_ACTION	YES	OK_ALREADY_EXPLICIT	V318에서 조치 불필요였고 현재도 정답 표현 확인	total은 1에서 2가 되고 다시 6이 된다. 이 문제는 새 문법을 늘리는 것보다 초급자가 코드를 읽는 순서를 복습하도록 만든 문제다. 먼저 출력 줄을 확인하고, 그 출력에 필요한 변수 값과 자료구조 값을 위에서부터 추적한다. 조건문은 True/False 결과를 판단하고, 반복문은 반복마다 바뀌는 값을 따라가며, 함수는 호출될 때 실행되어 return 값을 돌려준다는 점을 기준으로 정답을 고른다. 이 문제는 새 문법을 늘리는 것보다
data/lessons/python_beginner_reading_notes_v96_a2.json	11	PYV96_A2_NOTE_011_FUNCTION_RETURN_USED	함수 return 값 사용	9	NO_ACTION	YES	OK_ALREADY_EXPLICIT	V318에서 조치 불필요였고 현재도 정답 표현 확인	double(4)는 8이고 8 + 1은 9다. 이 문제는 새 문법을 늘리는 것보다 초급자가 코드를 읽는 순서를 복습하도록 만든 문제다. 먼저 출력 줄을 확인하고, 그 출력에 필요한 변수 값과 자료구조 값을 위에서부터 추적한다. 조건문은 True/False 결과를 판단하고, 반복문은 반복마다 바뀌는 값을 따라가며, 함수는 호출될 때 실행되어 return 값을 돌려준다는 점을 기준으로 정답을 고른다. 이 문제는 새 문법을 늘리는 것보다
data/lessons/python_broad_expansion_v3.json	1	PY3_L03_split_001	split()으로 문자열 나누기	Radar	NO_ACTION	YES	OK_ALREADY_EXPLICIT	V318에서 조치 불필요였고 현재도 정답 표현 확인	split(',')은 문자열을 쉼표 기준으로 나누어 리스트를 만든다. 그래서 'LiDAR,Radar,UAM'은 0번 LiDAR, 1번 Radar, 2번 UAM 순서의 리스트가 된다. split 결과는 문자열 하나가 아니라 리스트이므로 이후 인덱스로 꺼내거나 반복문으로 하나씩 처리할 수 있다. 기준 문자를 무엇으로 주었는지에 따라 나뉘는 위치가 달라진다.
data/lessons/python_broad_expansion_v3.json	7	PY3_L05_safe_nested_get_001	중첩 get() 안전 접근	0	NO_ACTION	YES	OK_ALREADY_EXPLICIT	V318에서 조치 불필요였고 현재도 정답 표현 확인	중첩된 값은 중간 key가 없으면 오류가 날 수 있다. get을 단계적으로 쓰면 meta 안에 score가 없을 때 기본값 0을 안전하게 돌려줄 수 있다. 중첩 get은 편하지만 구조가 복잡해지면 helper 함수로 감싸 읽기 쉽게 만드는 것도 좋다.
data/lessons/python_broad_expansion_v3.json	18	PY3_L08_numpy_argmax_001	numpy argmax 읽기	1	NO_ACTION	YES	OK_ALREADY_EXPLICIT	V318에서 조치 불필요였고 현재도 정답 표현 확인	argmax는 배열에서 가장 큰 값이 있는 위치의 인덱스를 반환한다. 값 0.9가 가장 크고 그 위치가 1번이면 결과는 1이다. 가장 큰 값 자체가 아니라 그 위치를 돌려준다는 점 때문에 후속 코드에서 인덱스로 다시 접근할 수 있다.
data/lessons/python_broad_expansion_v3.json	20	PY3_L09_pydantic_validation_001	Pydantic 검증 흐름 읽기	0.8	NO_ACTION	YES	OK_ALREADY_EXPLICIT	V318에서 조치 불필요였고 현재도 정답 표현 확인	Pydantic 모델은 입력 데이터를 정해진 필드 구조에 맞게 검증하고 객체로 만든다. 이 코드에서는 Item 객체의 score 값 0.8을 읽는다. Pydantic은 타입 변환과 검증을 함께 처리하므로 API 입력 모델에 자주 쓰인다.
data/lessons/python_class_object_datamodel_v31.json	2	PY31_L07_init_001	__init__ 읽기	class 읽기	NO_ACTION	YES	OK_ALREADY_EXPLICIT	V318에서 조치 불필요였고 현재도 정답 표현 확인	__init__에서 self.title = title로 저장했기 때문에 card.title은 'class 읽기'가 된다. __init__은 객체가 만들어질 때 초기 속성을 설정하는 메서드다. 생성자 인자와 self에 저장되는 값의 흐름을 보면 객체 상태를 이해할 수 있다.
data/lessons/python_core_expansion_v1.json	14	PY_L05_kwargs_001	**kwargs 읽기	fast	NO_ACTION	YES	OK_ALREADY_EXPLICIT	V318에서 조치 불필요였고 현재도 정답 표현 확인	**kwargs는 이름이 붙은 추가 인자들을 딕셔너리 형태로 모은다. 따라서 mode='fast'처럼 넘긴 값은 kwargs 안에 key-value 쌍으로 저장된다.
data/lessons/python_core_expansion_v1.json	25	PY_L09_class_001	class 구조 읽기	LiDAR	NO_ACTION	YES	OK_ALREADY_EXPLICIT	V318에서 조치 불필요였고 현재도 정답 표현 확인	class는 관련 데이터와 동작을 묶는 설계도다. Node('LiDAR')로 객체를 만들면 그 객체의 label 값으로 LiDAR가 저장된다. 객체를 만들면 설계도인 class에 따라 속성과 메서드를 가진 하나의 데이터 단위가 생긴다.
data/lessons/python_core_expansion_v1.json	26	PY_L09_dataclass_001	dataclass 읽기	Sensor	NO_ACTION	YES	OK_ALREADY_EXPLICIT	V318에서 조치 불필요였고 현재도 정답 표현 확인	dataclass는 데이터를 담는 클래스를 간단히 만들게 해 준다. 생성할 때 넣은 kind='Sensor' 값은 node.kind에 저장되어 읽을 수 있다. 필드가 많은 단순 데이터 객체는 dataclass를 쓰면 생성자와 출력 표현을 자동으로 얻을 수 있다.
data/lessons/python_core_gaps_v99_a1.json	1	PYV99_A1_GAP_001_MIN_SMALLEST	min으로 가장 작은 값 찾기	3	NO_ACTION	YES	OK_ALREADY_EXPLICIT	V318에서 조치 불필요였고 현재도 정답 표현 확인	min(scores)는 리스트 안에서 가장 작은 값을 찾아 반환한다. 리스트를 정렬하거나 직접 반복문으로 비교하지 않아도 최솟값만 바로 얻을 수 있다. 이 예제에서는 7, 3, 9 중 가장 작은 3이 결과가 된다. min은 원본 리스트를 바꾸지 않고 새 결과값만 만든다. 최솟값, 최저 점수, 가장 작은 거리처럼 후보 중 가장 작은 값을 고를 때 자주 쓰인다.
data/lessons/python_core_gaps_v99_a1.json	3	PYV99_A1_GAP_003_ROUND_FLOAT	round로 소수 반올림 읽기	4	NO_ACTION	YES	OK_ALREADY_EXPLICIT	V318에서 조치 불필요였고 현재도 정답 표현 확인	round(3.6)은 가까운 정수인 4를 반환한다. round는 소수 값을 보기 좋게 만들거나 정해진 자리수로 반올림할 때 사용한다. 원래 float 값이 직접 바뀌는 것이 아니라 반올림된 새 결과를 만들어 쓰는 흐름이다. 출력용 숫자와 계산용 원본 값을 구분해야 한다. 자리수를 함께 지정하는 round(x, 2) 같은 형태도 있으므로 인자 개수를 확인하면 더 정확히 읽을 수 있다.
data/lessons/python_core_gaps_v99_a1.json	19	PYV99_A1_GAP_019_SET_COMPREHENSION	set comprehension으로 중복 없는 새 set 만들기	[1, 4, 9]	NO_ACTION	YES	OK_ALREADY_EXPLICIT	V318에서 조치 불필요였고 현재도 정답 표현 확인	각 숫자를 제곱하면 1, 4, 4, 9가 되지만 set은 중복을 제거하므로 1, 4, 9만 남는다. set comprehension은 반복 결과를 set으로 모아 중복을 제거한다. 리스트 컴프리헨션과 비슷하지만 결과가 순서보다 유일한 값 중심이라는 점을 기억해야 한다.
data/lessons/python_data_structures_json_v29.json	3	PY29_L08_dict_get_default_001	dict.get 기본값 읽기	1	NO_ACTION	YES	OK_ALREADY_EXPLICIT	V318에서 조치 불필요였고 현재도 정답 표현 확인	dict.get은 키가 없을 때 오류를 내지 않고 기본값을 돌려줄 수 있다. card에 level 키가 없으면 get의 기본값 1이 사용된다. 대괄호 접근과 달리 get은 키가 없어도 예외 대신 기본값을 돌려주어 안전한 읽기에 자주 쓰인다.
data/lessons/python_database_sql_repository_v21.json	11	PY21_L10_pagination_001	LIMIT/OFFSET pagination 읽기	40	NO_ACTION	YES	OK_ALREADY_EXPLICIT	V318에서 조치 불필요였고 현재도 정답 표현 확인	(3 - 1) * 20 = 40이다. 앞의 40개를 건너뛰고 다음 20개를 가져온다. LIMIT과 OFFSET pagination은 많은 결과를 페이지 단위로 나누어 가져오는 방식이다. 몇 개를 가져올지와 어디서부터 가져올지를 함께 확인해야 한다.
data/lessons/python_foundation_beginner_v94_a1_part1.json	1	PYF94_A1_L01_PRINT_001	문자열 그대로 출력하기	Python	NO_ACTION	YES	OK_ALREADY_EXPLICIT	V318에서 조치 불필요였고 현재도 정답 표현 확인	print() 안에 문자열이 직접 들어 있으므로 화면에는 따옴표를 제외한 Python이 보인다. 이 문제는 코드를 위에서 아래로 읽으면서 값이 언제 만들어지고 언제 출력되는지 확인하는 연습이다. 정답은 보기의 익숙한 단어가 아니라 실제 실행 흐름이 만든 값이다. 특히 따옴표까지 출력된다고 생각하는 부분을 조심해야 한다. 비슷한 코드를 만났을 때도 먼저 변수 값, 따옴표 여부, 계산 순서, print가 실행되는 시점을 차례대로 확인하면 안전하게 판단할 수 있다. 초급 단계에서는 이런 작은 흐름을 정확히 읽는 것이 이후 조건문, 반복문, 파일 처리 코드를 이해하는 기반이 된다.
data/lessons/python_foundation_beginner_v94_a1_part1.json	1	PYF94_A1_L01_PRINT_001	문자열 그대로 출력하기	Python	NO_ACTION	YES	OK_ALREADY_EXPLICIT	V318에서 조치 불필요였고 현재도 정답 표현 확인	print() 안에 문자열이 직접 들어 있으므로 화면에는 따옴표를 제외한 Python이 보인다. 이 문제는 코드를 위에서 아래로 읽으면서 값이 언제 만들어지고 언제 출력되는지 확인하는 연습이다. 정답은 보기의 익숙한 단어가 아니라 실제 실행 흐름이 만든 값이다. 특히 따옴표까지 출력된다고 생각하는 부분을 조심해야 한다. 비슷한 코드를 만났을 때도 먼저 변수 값, 따옴표 여부, 계산 순서, print가 실행되는 시점을 차례대로 확인하면 안전하게 판단할 수 있다. 초급 단계에서는 이런 작은 흐름을 정확히 읽는 것이 이후 조건문, 반복문, 파일 처리 코드를 이해하는 기반이 된다.
data/lessons/python_foundation_beginner_v94_a1_part1.json	2	PYF94_A1_L01_PRINT_002	변수 값 출력하기	Python	NO_ACTION	YES	OK_ALREADY_EXPLICIT	V318에서 조치 불필요였고 현재도 정답 표현 확인	name은 문자열 Python을 가리키는 변수이므로 print(name)은 변수 안의 값을 찾아 출력한다. 이 문제는 코드를 위에서 아래로 읽으면서 값이 언제 만들어지고 언제 출력되는지 확인하는 연습이다. 정답은 보기의 익숙한 단어가 아니라 실제 실행 흐름이 만든 값이다. 특히 변수 이름 자체가 출력된다고 생각하는 부분을 조심해야 한다. 비슷한 코드를 만났을 때도 먼저 변수 값, 따옴표 여부, 계산 순서, print가 실행되는 시점을 차례대로 확인하면 안전하게 판단할 수 있다. 초급 단계에서는 이런 작은 흐름을 정확히 읽는 것이 이후 조건문, 반복문, 파일 처리 코드를 이해하는 기반이 된다.
data/lessons/python_foundation_beginner_v94_a1_part1.json	2	PYF94_A1_L01_PRINT_002	변수 값 출력하기	Python	NO_ACTION	YES	OK_ALREADY_EXPLICIT	V318에서 조치 불필요였고 현재도 정답 표현 확인	name은 문자열 Python을 가리키는 변수이므로 print(name)은 변수 안의 값을 찾아 출력한다. 이 문제는 코드를 위에서 아래로 읽으면서 값이 언제 만들어지고 언제 출력되는지 확인하는 연습이다. 정답은 보기의 익숙한 단어가 아니라 실제 실행 흐름이 만든 값이다. 특히 변수 이름 자체가 출력된다고 생각하는 부분을 조심해야 한다. 비슷한 코드를 만났을 때도 먼저 변수 값, 따옴표 여부, 계산 순서, print가 실행되는 시점을 차례대로 확인하면 안전하게 판단할 수 있다. 초급 단계에서는 이런 작은 흐름을 정확히 읽는 것이 이후 조건문, 반복문, 파일 처리 코드를 이해하는 기반이 된다.
data/lessons/python_foundation_beginner_v94_a1_part1.json	3	PYF94_A1_L01_PRINT_003	따옴표 안 이름 출력하기	name	NO_ACTION	YES	OK_ALREADY_EXPLICIT	V318에서 조치 불필요였고 현재도 정답 표현 확인	"따옴표로 감싼 ""name""은 변수 name을 찾지 않고 글자 그대로 name이라는 문자열을 만든다. 이 문제는 코드를 위에서 아래로 읽으면서 값이 언제 만들어지고 언제 출력되는지 확인하는 연습이다. 정답은 보기의 익숙한 단어가 아니라 실제 실행 흐름이 만든 값이다. 특히 print(name)과 print(""name"")을 같은 코드로 보는 부분을 조심해야 한다. 비슷한 코드를 만났을 때도 먼저 변수 값, 따옴표 여부, 계산 순서, print가 실행되는 시점을 차례대로 확인하면 안전하게 판단할 수 있다. 초급 단계에서는 이런 작은 흐름을 정확히 읽는 것이 이후 조건문, 반복문, 파일 처리 코드를 이해하는 기반이 된다."
data/lessons/python_foundation_beginner_v94_a1_part1.json	4	PYF94_A1_L01_PRINT_004	두 줄 출력 순서 읽기	A 다음 B	REVIEW_AND_PATCH	YES	OK_PATCHED	V319에서 보강했고 현재 정답 표현 확인	첫 번째 print가 먼저 실행되어 A를 보여 주고, 그다음 두 번째 print가 B를 보여 준다. 이 문제는 코드를 위에서 아래로 읽으면서 값이 언제 만들어지고 언제 출력되는지 확인하는 연습이다. 정답은 보기의 익숙한 단어가 아니라 실제 실행 흐름이 만든 값이다. 특히 마지막 print만 결과라고 생각하는 부분을 조심해야 한다. 비슷한 코드를 만났을 때도 먼저 변수 값, 따옴표 여부, 계산 순서, print가 실행되는 시점을 차례대로 확인하면 안전하게 판단할 수 있다. 초급 단계에서는 이런 작은 흐름을 정확히 읽는 것이 이후 조건문, 반복문, 파일 처리 코드를 이해하는 기반이 된다. 따라서 출력 순서는 ‘A 다음 B’이다.
data/lessons/python_foundation_beginner_v94_a1_part1.json	5	PYF94_A1_L01_PRINT_005	계산 결과 출력하기	5	NO_ACTION	YES	OK_ALREADY_EXPLICIT	V318에서 조치 불필요였고 현재도 정답 표현 확인	괄호 안의 2 + 3이 먼저 숫자 계산으로 처리되고, 그 결과인 5가 print로 출력된다. 이 문제는 코드를 위에서 아래로 읽으면서 값이 언제 만들어지고 언제 출력되는지 확인하는 연습이다. 정답은 보기의 익숙한 단어가 아니라 실제 실행 흐름이 만든 값이다. 특히 계산식 자체가 글자 그대로 출력된다고 생각하는 부분을 조심해야 한다. 비슷한 코드를 만났을 때도 먼저 변수 값, 따옴표 여부, 계산 순서, print가 실행되는 시점을 차례대로 확인하면 안전하게 판단할 수 있다. 초급 단계에서는 이런 작은 흐름을 정확히 읽는 것이 이후 조건문, 반복문, 파일 처리 코드를 이해하는 기반이 된다.
data/lessons/python_foundation_beginner_v94_a1_part1.json	6	PYF94_A1_L01_PRINT_006	문자열 이어 붙이기 출력	Python	NO_ACTION	YES	OK_ALREADY_EXPLICIT	V318에서 조치 불필요였고 현재도 정답 표현 확인	두 값이 모두 문자열이므로 +는 산술 계산이 아니라 앞뒤 문자열을 이어 붙이는 역할을 한다. 이 문제는 코드를 위에서 아래로 읽으면서 값이 언제 만들어지고 언제 출력되는지 확인하는 연습이다. 정답은 보기의 익숙한 단어가 아니라 실제 실행 흐름이 만든 값이다. 특히 문자열 더하기에도 자동으로 공백이 생긴다고 생각하는 부분을 조심해야 한다. 비슷한 코드를 만났을 때도 먼저 변수 값, 따옴표 여부, 계산 순서, print가 실행되는 시점을 차례대로 확인하면 안전하게 판단할 수 있다. 초급 단계에서는 이런 작은 흐름을 정확히 읽는 것이 이후 조건문, 반복문, 파일 처리 코드를 이해하는 기반이 된다. 따라서 정답은 ‘Python’이다.
data/lessons/python_foundation_beginner_v94_a1_part1.json	7	PYF94_A1_L01_PRINT_007	쉼표 출력 읽기	A B	NO_ACTION	YES	OK_ALREADY_EXPLICIT	V318에서 조치 불필요였고 현재도 정답 표현 확인	print()에 쉼표로 두 값을 주면 두 값이 차례로 출력되고, 기본 출력에서는 사이에 공백이 보인다. 이 문제는 코드를 위에서 아래로 읽으면서 값이 언제 만들어지고 언제 출력되는지 확인하는 연습이다. 정답은 보기의 익숙한 단어가 아니라 실제 실행 흐름이 만든 값이다. 특히 쉼표 자체가 반드시 그대로 출력된다고 생각하는 부분을 조심해야 한다. 비슷한 코드를 만났을 때도 먼저 변수 값, 따옴표 여부, 계산 순서, print가 실행되는 시점을 차례대로 확인하면 안전하게 판단할 수 있다. 초급 단계에서는 이런 작은 흐름을 정확히 읽는 것이 이후 조건문, 반복문, 파일 처리 코드를 이해하는 기반이 된다. 따라서 정답은 ‘A B’이다.
data/lessons/python_foundation_beginner_v94_a1_part1.json	8	PYF94_A1_L01_PRINT_008	print 시점의 값 읽기	1	NO_ACTION	YES	OK_ALREADY_EXPLICIT	V318에서 조치 불필요였고 현재도 정답 표현 확인	print(x)는 두 번째 줄에서 실행되고, 그 시점의 x 값은 첫 줄에서 저장한 1이다. 이 문제는 코드를 위에서 아래로 읽으면서 값이 언제 만들어지고 언제 출력되는지 확인하는 연습이다. 정답은 보기의 익숙한 단어가 아니라 실제 실행 흐름이 만든 값이다. 특히 나중에 바뀐 값을 앞선 출력에 적용하는 부분을 조심해야 한다. 비슷한 코드를 만났을 때도 먼저 변수 값, 따옴표 여부, 계산 순서, print가 실행되는 시점을 차례대로 확인하면 안전하게 판단할 수 있다. 초급 단계에서는 이런 작은 흐름을 정확히 읽는 것이 이후 조건문, 반복문, 파일 처리 코드를 이해하는 기반이 된다.
