rank	file	index	id	title	answer	final_sentence	changed	old_explanation	new_explanation
11	data/lessons/python_foundation_expansion_v10.json	31	PY10_L07_assert_fail_001	assert 실패 읽기	AssertionError가 나고 print까지 가지 않는다	따라서 출력은 ‘AssertionError가 나고 print까지 가지 않는다’이다.	YES	assert 조건이 거짓이면 AssertionError가 발생한다. 2+3은 5라서 6과 같지 않으므로 이 검증은 실패한다. assert 실패는 코드가 기대한 조건이 거짓이었다는 신호다. 실패 메시지와 직전 입력값을 함께 보면 어떤 가정이 깨졌는지 찾기 쉽다.	assert 조건이 거짓이면 AssertionError가 발생한다. 2+3은 5라서 6과 같지 않으므로 이 검증은 실패한다. assert 실패는 코드가 기대한 조건이 거짓이었다는 신호다. 실패 메시지와 직전 입력값을 함께 보면 어떤 가정이 깨졌는지 찾기 쉽다. 따라서 출력은 ‘AssertionError가 나고 print까지 가지 않는다’이다.
12	data/lessons/python_foundation_expansion_v10.json	33	PY10_L08_function_loop_result_001	함수 안 loop와 result 읽기	"[""lidar"", ""radar""]"	"따라서 출력은 ‘[""lidar"", ""radar""]’이다."	YES	반복문 안에서 각 label을 strip과 lower로 정리한 뒤 result에 추가한다. 여러 입력을 같은 규칙으로 정규화할 때 쓰는 흐름이다. 함수 안에서 결과 리스트를 만들면 입력 처리 규칙을 재사용 가능한 작은 단위로 묶을 수 있다.	"반복문 안에서 각 label을 strip과 lower로 정리한 뒤 result에 추가한다. 여러 입력을 같은 규칙으로 정규화할 때 쓰는 흐름이다. 함수 안에서 결과 리스트를 만들면 입력 처리 규칙을 재사용 가능한 작은 단위로 묶을 수 있다. 따라서 출력은 ‘[""lidar"", ""radar""]’이다."
13	data/lessons/python_foundation_expansion_v10.json	34	PY10_L08_count_by_key_001	key별 count 집계 읽기	domain별 개수를 1 증가시킨다	따라서 반환/호출 결과는 ‘domain별 개수를 1 증가시킨다’이다.	YES	count_by_key는 key별 등장 횟수를 세는 패턴이다. 기존 개수가 있으면 가져오고, 없으면 0에서 시작해 1을 더한다. get(domain, 0)은 처음 보는 key에서도 KeyError 없이 0을 기본값으로 삼게 해 주는 안전한 집계 방식이다.	count_by_key는 key별 등장 횟수를 세는 패턴이다. 기존 개수가 있으면 가져오고, 없으면 0에서 시작해 1을 더한다. get(domain, 0)은 처음 보는 key에서도 KeyError 없이 0을 기본값으로 삼게 해 주는 안전한 집계 방식이다. 따라서 반환/호출 결과는 ‘domain별 개수를 1 증가시킨다’이다.
14	data/lessons/python_foundation_expansion_v10.json	35	PY10_L08_pipeline_steps_001	pipeline steps 읽기	text에 steps를 순서대로 적용한다	따라서 반환/호출 결과는 ‘text에 steps를 순서대로 적용한다’이다.	YES	pipeline은 여러 처리 단계를 순서대로 연결한 구조다. value가 각 step을 거치며 계속 갱신되어 최종 결과로 이어진다. 각 단계가 입력을 받아 출력으로 넘기는 구조인지 보면 긴 처리 흐름도 작은 조각으로 나누어 읽을 수 있다.	pipeline은 여러 처리 단계를 순서대로 연결한 구조다. value가 각 step을 거치며 계속 갱신되어 최종 결과로 이어진다. 각 단계가 입력을 받아 출력으로 넘기는 구조인지 보면 긴 처리 흐름도 작은 조각으로 나누어 읽을 수 있다. 따라서 반환/호출 결과는 ‘text에 steps를 순서대로 적용한다’이다.
15	data/lessons/python_foundation_expansion_v10.json	41	PY10_L08_copy_update_merge_001	copy 후 update 병합 읽기	item을 복사해 원본 변경을 줄인다	따라서 반환/호출 결과는 ‘item을 복사해 원본 변경을 줄인다’이다.	YES	copy 후 update를 적용하면 원본 dict를 직접 바꾸지 않고 새 결과를 만들 수 있다. 설정 병합이나 안전한 수정에 자주 쓰인다. 복사본을 만든 뒤 update하면 원본 설정을 보존하면서 일부 값만 덮어쓴 결과를 만들 수 있다.	copy 후 update를 적용하면 원본 dict를 직접 바꾸지 않고 새 결과를 만들 수 있다. 설정 병합이나 안전한 수정에 자주 쓰인다. 복사본을 만든 뒤 update하면 원본 설정을 보존하면서 일부 값만 덮어쓴 결과를 만들 수 있다. 따라서 반환/호출 결과는 ‘item을 복사해 원본 변경을 줄인다’이다.
16	data/lessons/python_foundation_expansion_v10.json	47	PY10_L08_non_empty_validation_001	빈 문자열 검증 읽기	ValueError를 발생시킨다	따라서 반환/호출 결과는 ‘ValueError를 발생시킨다’이다.	YES	non-empty validation은 입력이 비어 있지 않은지 확인하는 검사다. strip 후 빈 문자열이면 not text가 참이 되어 유효하지 않은 값으로 본다.	non-empty validation은 입력이 비어 있지 않은지 확인하는 검사다. strip 후 빈 문자열이면 not text가 참이 되어 유효하지 않은 값으로 본다. 따라서 반환/호출 결과는 ‘ValueError를 발생시킨다’이다.
17	data/lessons/python_foundation_level2_v94_a2_part1.json	32	PYF94_A2_L02_LIST_016	리스트 전체 출력 형태	['A', 'B'] 전체가 출력된다	따라서 출력은 ‘['A', 'B'] 전체가 출력된다’이다.	YES	print(items)는 첫 번째 값만 출력하지 않고 리스트 전체 구조를 보여 준다. 이 문제는 Level 2에서 조건문이나 리스트 상태를 직접 추적하는 연습이다. 정답은 보기의 익숙한 단어가 아니라, 변수 값과 실행 흐름이 실제로 만든 결과다. 특히 리스트 전체 출력과 원소 하나 출력을 혼동하는 부분을 조심해야 한다. 비슷한 코드를 만났을 때도 먼저 변수에 저장된 값, 비교식의 True/False 결과, 들여쓰기된 블록의 실행 여부, 리스트에 들어 있는 현재 값을 순서대로 확인하면 안전하게 판단할 수 있다. 이 독해 습관은 나중에 필터링, 검색 결과 처리, 사용자 입력 검증, 데이터 목록 처리 코드로 그대로 이어진다.	print(items)는 첫 번째 값만 출력하지 않고 리스트 전체 구조를 보여 준다. 이 문제는 Level 2에서 조건문이나 리스트 상태를 직접 추적하는 연습이다. 정답은 보기의 익숙한 단어가 아니라, 변수 값과 실행 흐름이 실제로 만든 결과다. 특히 리스트 전체 출력과 원소 하나 출력을 혼동하는 부분을 조심해야 한다. 비슷한 코드를 만났을 때도 먼저 변수에 저장된 값, 비교식의 True/False 결과, 들여쓰기된 블록의 실행 여부, 리스트에 들어 있는 현재 값을 순서대로 확인하면 안전하게 판단할 수 있다. 이 독해 습관은 나중에 필터링, 검색 결과 처리, 사용자 입력 검증, 데이터 목록 처리 코드로 그대로 이어진다. 따라서 출력은 ‘['A', 'B'] 전체가 출력된다’이다.
18	data/lessons/python_foundation_level2_v94_a2_part2.json	4	PYF94_A2_L02_LOOP_004	반복 중 append	['A', 'B']가 만들어진다	따라서 출력은 ‘['A', 'B']가 만들어진다’이다.	YES	첫 반복에서 A가 추가되고 둘째 반복에서 B가 추가되어 result는 A, B 순서의 리스트가 된다. 이 문제는 Level 2에서 반복문 또는 문자열 메서드의 실행 흐름을 직접 추적하는 연습이다. 정답은 보기의 익숙한 모양이 아니라, 코드가 실제로 반복하며 만든 값이나 문자열 메서드가 반환한 결과다. 특히 append가 리스트 앞에 추가된다고 생각하는 부분을 조심해야 한다. 비슷한 코드를 만났을 때도 먼저 반복 대상, 반복 변수의 순서, append나 누적 변수의 변화, split/strip/replace/lower/upper 같은 메서드가 만든 새 값을 차례대로 확인하면 안전하게 판단할 수 있다. 이 독해 습관은 파일에서 읽은 줄 처리, 사용자 입력 정리, 검색어 정규화, 데이터 목록 가공 코드로 그대로 이어진다.	첫 반복에서 A가 추가되고 둘째 반복에서 B가 추가되어 result는 A, B 순서의 리스트가 된다. 이 문제는 Level 2에서 반복문 또는 문자열 메서드의 실행 흐름을 직접 추적하는 연습이다. 정답은 보기의 익숙한 모양이 아니라, 코드가 실제로 반복하며 만든 값이나 문자열 메서드가 반환한 결과다. 특히 append가 리스트 앞에 추가된다고 생각하는 부분을 조심해야 한다. 비슷한 코드를 만났을 때도 먼저 반복 대상, 반복 변수의 순서, append나 누적 변수의 변화, split/strip/replace/lower/upper 같은 메서드가 만든 새 값을 차례대로 확인하면 안전하게 판단할 수 있다. 이 독해 습관은 파일에서 읽은 줄 처리, 사용자 입력 정리, 검색어 정규화, 데이터 목록 가공 코드로 그대로 이어진다. 따라서 출력은 ‘['A', 'B']가 만들어진다’이다.
19	data/lessons/python_foundation_level2_v94_a2_part2.json	13	PYF94_A2_L02_LOOP_013	인덱스로 리스트 순회	A, B, C 순서로 나온다	따라서 출력은 ‘A, B, C 순서로 나온다’이다.	YES	range(len(items))는 0, 1, 2를 만들고 items[i]는 해당 위치의 값을 꺼낸다. 이 문제는 Level 2에서 반복문 또는 문자열 메서드의 실행 흐름을 직접 추적하는 연습이다. 정답은 보기의 익숙한 모양이 아니라, 코드가 실제로 반복하며 만든 값이나 문자열 메서드가 반환한 결과다. 특히 인덱스 번호 자체가 출력된다고 생각하는 부분을 조심해야 한다. 비슷한 코드를 만났을 때도 먼저 반복 대상, 반복 변수의 순서, append나 누적 변수의 변화, split/strip/replace/lower/upper 같은 메서드가 만든 새 값을 차례대로 확인하면 안전하게 판단할 수 있다. 이 독해 습관은 파일에서 읽은 줄 처리, 사용자 입력 정리, 검색어 정규화, 데이터 목록 가공 코드로 그대로 이어진다.	range(len(items))는 0, 1, 2를 만들고 items[i]는 해당 위치의 값을 꺼낸다. 이 문제는 Level 2에서 반복문 또는 문자열 메서드의 실행 흐름을 직접 추적하는 연습이다. 정답은 보기의 익숙한 모양이 아니라, 코드가 실제로 반복하며 만든 값이나 문자열 메서드가 반환한 결과다. 특히 인덱스 번호 자체가 출력된다고 생각하는 부분을 조심해야 한다. 비슷한 코드를 만났을 때도 먼저 반복 대상, 반복 변수의 순서, append나 누적 변수의 변화, split/strip/replace/lower/upper 같은 메서드가 만든 새 값을 차례대로 확인하면 안전하게 판단할 수 있다. 이 독해 습관은 파일에서 읽은 줄 처리, 사용자 입력 정리, 검색어 정규화, 데이터 목록 가공 코드로 그대로 이어진다. 따라서 출력은 ‘A, B, C 순서로 나온다’이다.
20	data/lessons/python_foundation_level3_v95_a1_functions.json	2	PYF95_A1_FUNC_002_DEF_NOT_CALLED	정의만 있고 호출이 없는 함수	아무것도 출력되지 않는다	따라서 출력은 ‘아무것도 출력되지 않는다’이다.	YES	hello() 호출이 없으므로 함수 본문은 실행되지 않는다.  이 문제는 Level 3에서 함수 정의와 함수 호출을 분리해서 읽는 연습이다. def 줄은 코드를 묶어 이름을 붙이는 단계이고, 실제 실행은 함수 이름 뒤에 괄호를 붙여 호출하는 줄에서 일어난다. 정답을 고를 때는 함수 안으로 들어가기 전에 먼저 호출 줄의 argument 값을 확인하고, 그 값이 parameter 이름에 들어간다고 생각한 뒤 함수 본문을 한 줄씩 따라가야 한다. 또 print는 화면 출력이고 return은 호출한 자리로 값을 돌려주는 동작이라는 점을 구분해야 한다. 출력된 글자와 변수에 저장된 값이 서로 다를 수 있으므로 실제 실행 흐름을 기준으로 판단한다.	hello() 호출이 없으므로 함수 본문은 실행되지 않는다.  이 문제는 Level 3에서 함수 정의와 함수 호출을 분리해서 읽는 연습이다. def 줄은 코드를 묶어 이름을 붙이는 단계이고, 실제 실행은 함수 이름 뒤에 괄호를 붙여 호출하는 줄에서 일어난다. 정답을 고를 때는 함수 안으로 들어가기 전에 먼저 호출 줄의 argument 값을 확인하고, 그 값이 parameter 이름에 들어간다고 생각한 뒤 함수 본문을 한 줄씩 따라가야 한다. 또 print는 화면 출력이고 return은 호출한 자리로 값을 돌려주는 동작이라는 점을 구분해야 한다. 출력된 글자와 변수에 저장된 값이 서로 다를 수 있으므로 실제 실행 흐름을 기준으로 판단한다. 따라서 출력은 ‘아무것도 출력되지 않는다’이다.
21	data/lessons/python_foundation_level3_v95_a1_functions.json	25	PYF95_A1_FUNC_025_TOO_MANY_ARGUMENTS	argument를 너무 많이 넣은 호출	argument가 너무 많아 오류가 난다	따라서 반환/호출 결과는 ‘argument가 너무 많아 오류가 난다’이다.	YES	square 함수는 하나만 받는데 두 개를 넣었다. 이 문제는 Level 3에서 함수 정의와 함수 호출을 분리해서 읽는 연습이다. def 줄은 코드를 묶어 이름을 붙이는 단계이고, 실제 실행은 함수 이름 뒤에 괄호를 붙여 호출하는 줄에서 일어난다. 정답을 고를 때는 함수 안으로 들어가기 전에 먼저 호출 줄의 argument 값을 확인하고, 그 값이 parameter 이름에 들어간다고 생각한 뒤 함수 본문을 한 줄씩 따라가야 한다. 또 print는 화면 출력이고 return은 호출한 자리로 값을 돌려주는 동작이라는 점을 구분해야 한다. 출력된 글자와 변수에 저장된 값이 서로 다를 수 있으므로 실제 실행 흐름을 기준으로 판단한다.	square 함수는 하나만 받는데 두 개를 넣었다. 이 문제는 Level 3에서 함수 정의와 함수 호출을 분리해서 읽는 연습이다. def 줄은 코드를 묶어 이름을 붙이는 단계이고, 실제 실행은 함수 이름 뒤에 괄호를 붙여 호출하는 줄에서 일어난다. 정답을 고를 때는 함수 안으로 들어가기 전에 먼저 호출 줄의 argument 값을 확인하고, 그 값이 parameter 이름에 들어간다고 생각한 뒤 함수 본문을 한 줄씩 따라가야 한다. 또 print는 화면 출력이고 return은 호출한 자리로 값을 돌려주는 동작이라는 점을 구분해야 한다. 출력된 글자와 변수에 저장된 값이 서로 다를 수 있으므로 실제 실행 흐름을 기준으로 판단한다. 따라서 반환/호출 결과는 ‘argument가 너무 많아 오류가 난다’이다.
22	data/lessons/python_foundation_level3_v95_a2_dict_tuple_set.json	9	PYF95_A2_DTS_009_DICT_ITEMS_LIST	items를 리스트로 보기	[('a', 1), ('b', 2)]	따라서 출력은 ‘[('a', 1), ('b', 2)]’이다.	YES	items는 key와 value의 쌍을 보여준다. 이 문제는 Level 3에서 자료구조의 모양과 접근 방식을 분리해서 읽는 연습이다. dict는 key로 value를 찾고, tuple은 순서가 있는 묶음이며, set은 중복 없는 값 모음이다. 정답을 고를 때는 코드가 값을 새로 만드는지, 기존 값을 바꾸는지, key로 꺼내는지, 반복문으로 key와 value를 함께 읽는지 확인해야 한다. 특히 대괄호 접근, get 기본값, keys와 values와 items의 차이, tuple unpacking, set의 중복 제거를 실제 실행 순서대로 따라간다.	items는 key와 value의 쌍을 보여준다. 이 문제는 Level 3에서 자료구조의 모양과 접근 방식을 분리해서 읽는 연습이다. dict는 key로 value를 찾고, tuple은 순서가 있는 묶음이며, set은 중복 없는 값 모음이다. 정답을 고를 때는 코드가 값을 새로 만드는지, 기존 값을 바꾸는지, key로 꺼내는지, 반복문으로 key와 value를 함께 읽는지 확인해야 한다. 특히 대괄호 접근, get 기본값, keys와 values와 items의 차이, tuple unpacking, set의 중복 제거를 실제 실행 순서대로 따라간다. 따라서 출력은 ‘[('a', 1), ('b', 2)]’이다.
23	data/lessons/python_foundation_level3_v95_a2_dict_tuple_set.json	26	PYF95_A2_DTS_026_SET_UNION	set 합집합	python, ai, web 모두 포함	따라서 출력은 ‘python, ai, web 모두 포함’이다.	YES	합집합은 두 set의 모든 값을 모으고 ai 중복은 하나만 남긴다. 이 문제는 Level 3에서 자료구조의 모양과 접근 방식을 분리해서 읽는 연습이다. dict는 key로 value를 찾고, tuple은 순서가 있는 묶음이며, set은 중복 없는 값 모음이다. 정답을 고를 때는 코드가 값을 새로 만드는지, 기존 값을 바꾸는지, key로 꺼내는지, 반복문으로 key와 value를 함께 읽는지 확인해야 한다. 특히 대괄호 접근, get 기본값, keys와 values와 items의 차이, tuple unpacking, set의 중복 제거를 실제 실행 순서대로 따라간다.	합집합은 두 set의 모든 값을 모으고 ai 중복은 하나만 남긴다. 이 문제는 Level 3에서 자료구조의 모양과 접근 방식을 분리해서 읽는 연습이다. dict는 key로 value를 찾고, tuple은 순서가 있는 묶음이며, set은 중복 없는 값 모음이다. 정답을 고를 때는 코드가 값을 새로 만드는지, 기존 값을 바꾸는지, key로 꺼내는지, 반복문으로 key와 value를 함께 읽는지 확인해야 한다. 특히 대괄호 접근, get 기본값, keys와 values와 items의 차이, tuple unpacking, set의 중복 제거를 실제 실행 순서대로 따라간다. 따라서 출력은 ‘python, ai, web 모두 포함’이다.
24	data/lessons/python_foundation_level3_v95_a2_dict_tuple_set.json	30	PYF95_A2_DTS_030_CHOOSE_DICT_STRUCTURE	이름으로 점수를 찾는 구조 고르기	key 이름	따라서 정답은 ‘key 이름’이다.	YES	dict는 key인 Mina로 value 90을 찾는다. 이 문제는 Level 3에서 자료구조의 모양과 접근 방식을 분리해서 읽는 연습이다. dict는 key로 value를 찾고, tuple은 순서가 있는 묶음이며, set은 중복 없는 값 모음이다. 정답을 고를 때는 코드가 값을 새로 만드는지, 기존 값을 바꾸는지, key로 꺼내는지, 반복문으로 key와 value를 함께 읽는지 확인해야 한다. 특히 대괄호 접근, get 기본값, keys와 values와 items의 차이, tuple unpacking, set의 중복 제거를 실제 실행 순서대로 따라간다.	dict는 key인 Mina로 value 90을 찾는다. 이 문제는 Level 3에서 자료구조의 모양과 접근 방식을 분리해서 읽는 연습이다. dict는 key로 value를 찾고, tuple은 순서가 있는 묶음이며, set은 중복 없는 값 모음이다. 정답을 고를 때는 코드가 값을 새로 만드는지, 기존 값을 바꾸는지, key로 꺼내는지, 반복문으로 key와 value를 함께 읽는지 확인해야 한다. 특히 대괄호 접근, get 기본값, keys와 values와 items의 차이, tuple unpacking, set의 중복 제거를 실제 실행 순서대로 따라간다. 따라서 정답은 ‘key 이름’이다.
25	data/lessons/python_foundation_level3_v95_a2_dict_tuple_set.json	31	PYF95_A2_DTS_031_CHOOSE_TUPLE_STRUCTURE	좌표를 읽는 구조 고르기	값의 순서	따라서 정답은 ‘값의 순서’이다.	YES	tuple은 순서가 있는 묶음이므로 인덱스 위치가 중요하다. 이 문제는 Level 3에서 자료구조의 모양과 접근 방식을 분리해서 읽는 연습이다. dict는 key로 value를 찾고, tuple은 순서가 있는 묶음이며, set은 중복 없는 값 모음이다. 정답을 고를 때는 코드가 값을 새로 만드는지, 기존 값을 바꾸는지, key로 꺼내는지, 반복문으로 key와 value를 함께 읽는지 확인해야 한다. 특히 대괄호 접근, get 기본값, keys와 values와 items의 차이, tuple unpacking, set의 중복 제거를 실제 실행 순서대로 따라간다.	tuple은 순서가 있는 묶음이므로 인덱스 위치가 중요하다. 이 문제는 Level 3에서 자료구조의 모양과 접근 방식을 분리해서 읽는 연습이다. dict는 key로 value를 찾고, tuple은 순서가 있는 묶음이며, set은 중복 없는 값 모음이다. 정답을 고를 때는 코드가 값을 새로 만드는지, 기존 값을 바꾸는지, key로 꺼내는지, 반복문으로 key와 value를 함께 읽는지 확인해야 한다. 특히 대괄호 접근, get 기본값, keys와 values와 items의 차이, tuple unpacking, set의 중복 제거를 실제 실행 순서대로 따라간다. 따라서 정답은 ‘값의 순서’이다.
