file	index	id	title	answer	covered_by	answer_explicit	status	issue	explanation
data/lessons/python_advanced_expansion_v5.json	17	PY5_L10_chunk_loop_001	chunk 생성 루프 읽기	size 간격으로 위치를 이동한다	explanation_medium_review_pack_v314.tsv	YES	OK		chunk loop는 긴 목록을 일정한 크기의 조각으로 나누어 처리하는 반복문이다. i가 0, size, 2*size처럼 이동하며 구간을 만든다. 각 구간의 시작과 끝을 정확히 계산해야 문서 조각에 누락이나 겹침이 생기지 않는다. 따라서 반환/호출 결과는 ‘size 간격으로 위치를 이동한다’이다.
data/lessons/python_advanced_expansion_v5.json	19	PY5_L10_claim_check_001	claim 검증 코드 읽기	needs_review	explanation_medium_review_pack_v314.tsv	YES	OK		claim check는 주장 문장이 근거 텍스트로 뒷받침되는지 확인한다. 근거에서 claim을 찾지 못하면 자동 확정하지 않고 검토 대상으로 보낸다. 자동 검증은 보조 수단이므로 불일치가 나오면 사람이 근거와 문장을 다시 비교해야 한다. 따라서 반환/호출 결과는 ‘needs_review’이다.
data/lessons/python_advanced_expansion_v5.json	20	PY5_L10_agent_router_001	agent router 읽기	search_tool	explanation_medium_review_pack_v314.tsv	YES	OK		agent router는 작업 종류에 따라 어떤 처리 흐름으로 보낼지 고른다. task type이 search라면 검색용 분기로 들어간다. 라우터 코드는 작업 내용을 직접 처리하기보다 적절한 함수나 도구로 넘기는 분기표처럼 이해하면 된다. 따라서 반환/호출 결과는 ‘search_tool’이다.
data/lessons/python_advanced_expansion_v5.json	22	PY5_L10_curation_skip_001	큐레이션 skip 조건 읽기	이미 본 URL이거나 score가 0.5 미만	explanation_medium_review_pack_v314.tsv	YES	OK		curation skip 조건은 항목을 선별 과정에서 제외할지 판단한다. 두 조건 중 하나라도 맞으면 True가 되어 해당 항목을 건너뛴다. or 조건이면 하나만 참이어도 제외되므로 각 조건이 어떤 항목을 걸러내는지 따로 확인해야 한다. 따라서 반환/호출 결과는 ‘이미 본 URL이거나 score가 0.5 미만’이다.
data/lessons/python_advanced_expansion_v5.json	4	PY5_L09_custom_context_001	직접 만든 context manager 읽기	start → work → end	explanation_medium_review_pack_v314.tsv	YES	OK		직접 만든 context manager는 with 진입 시 __enter__를 실행하고 블록이 끝나면 __exit__를 실행한다. 리소스 정리에 유용하다. 파일, 락, 임시 설정처럼 시작과 종료가 짝을 이루는 작업에 특히 잘 맞는다. 따라서 출력은 ‘start → work → end’이다.
data/lessons/python_advanced_expansion_v5.json	5	PY5_L10_asyncio_run_001	asyncio.run 흐름 읽기	data	explanation_medium_review_pack_v313.tsv	YES	OK		asyncio.run이 main을 실행하고 main 안에서 fetch 결과를 기다린다. asyncio.run은 비동기 함수 실행을 시작하는 입구 역할을 한다. 코드를 읽을 때는 어떤 async 함수가 넘겨지는지, 그 안에서 await가 어떤 순서로 실행되는지 따라가야 한다. 따라서 출력은 ‘data’이다.
data/lessons/python_ai_learning_methods_v14.json	10	PY14_L09_qlora_quant_compare_001	QLoRA와 양자화 관계	양자화된 base model 위에 LoRA를 학습해 메모리를 줄인다	explanation_medium_review_pack_v316.tsv	YES	OK		QLoRA는 양자화와 LoRA를 함께 써서 메모리 사용량을 줄이는 파인튜닝 방식이다. 제한된 VRAM에서 LLM을 조정할 때 자주 등장한다. 기본 모델은 낮은 비트로 올리고 학습 가능한 작은 어댑터만 조정하는 구조로 이해하면 된다. 따라서 정답은 ‘양자화된 base model 위에 LoRA를 학습해 메모리를 줄인다’이다.
data/lessons/python_ai_learning_methods_v14.json	15	PY14_L08_train_val_test_001	train/validation/test 분리	설정 선택과 중간 성능 확인	explanation_medium_review_pack_v316.tsv	YES	OK		test set을 반복해서 보면 평가가 오염될 수 있으므로 validation을 따로 둔다. train, validation, test 분리는 데이터를 학습용, 조정용, 최종 평가용으로 나누는 방식이다. 같은 데이터로 학습과 평가를 반복하면 성능을 과대평가할 수 있다. 따라서 정답은 ‘설정 선택과 중간 성능 확인’이다.
data/lessons/python_ai_learning_methods_v14.json	16	PY14_L08_epoch_batch_lr_001	epoch / batch size / learning rate 비교	학습이 불안정하게 튈 수 있다	explanation_medium_review_pack_v316.tsv	YES	OK		learning rate는 optimizer가 파라미터를 얼마나 크게 업데이트할지 정하는 값이다. epoch, batch size, learning rate는 학습 반복 횟수, 한 번에 처리하는 데이터 수, 가중치 변경 폭을 뜻한다. 셋은 속도와 안정성에 함께 영향을 준다. 따라서 정답은 ‘학습이 불안정하게 튈 수 있다’이다.
data/lessons/python_ai_learning_methods_v14.json	18	PY14_L09_loss_metric_compare_001	loss와 metric 비교	optimizer가 줄이려고 하는 학습 목표값	explanation_medium_review_pack_v316.tsv	YES	OK		metric은 평가/해석용이고, loss는 학습 업데이트에 직접 쓰이는 경우가 많다. loss는 학습 중 모델이 얼마나 틀렸는지 줄이기 위한 값이고, metric은 사용자가 이해하기 쉬운 평가 지표다. 둘이 항상 같은 방향으로 움직이지는 않는다. 따라서 정답은 ‘optimizer가 줄이려고 하는 학습 목표값’이다.
data/lessons/python_ai_learning_methods_v14.json	2	PY14_L07_supervised_learning_001	지도학습 코드 흐름 읽기	정답 label	explanation_medium_review_pack_v314.tsv	YES	OK		지도학습은 정답이 있는 데이터로 모델을 학습하는 방식이다. 모델 예측 pred와 정답 y를 비교해 loss를 계산하고 줄여 간다. y는 모델이 맞혀야 할 기준값이므로 입력 X와 구분해서 읽어야 학습 코드의 방향이 보인다. 따라서 정답은 ‘정답 label’이다.
data/lessons/python_ai_learning_methods_v14.json	21	PY14_L09_checkpoint_resume_001	checkpoint와 resume 학습	저장된 학습 상태를 불러와 이어서 학습한다	explanation_medium_review_pack_v316.tsv	YES	OK		checkpoint resume은 중단된 학습을 이어가기 위한 저장/복원 절차다. 모델뿐 아니라 optimizer, step 정보까지 저장해야 안정적으로 재개할 수 있다. 따라서 정답은 ‘저장된 학습 상태를 불러와 이어서 학습한다’이다.
data/lessons/python_ai_learning_methods_v14.json	5	PY14_L08_reinforcement_learning_001	강화학습 흐름 읽기	행동이 좋았는지 나빴는지 알려주는 신호	explanation_medium_review_pack_v315.tsv	YES	OK		강화학습은 행동의 결과로 받은 보상을 기준으로 정책을 개선하는 학습 방식이다. 목표는 장기적으로 더 큰 보상을 얻는 행동을 찾는 것이다. agent, action, reward, environment 관계를 함께 보면 지도학습과 다른 점을 쉽게 구분할 수 있다. 따라서 정답은 ‘행동이 좋았는지 나빴는지 알려주는 신호’이다.
data/lessons/python_ai_learning_methods_v14.json	8	PY14_L08_full_finetune_lora_compare_001	Full fine-tuning과 LoRA 비교	전체 모델보다 적은 파라미터만 학습해 비용을 줄인다	explanation_medium_review_pack_v316.tsv	YES	OK		LoRA는 원본 모델에 작은 저랭크 adapter를 붙여 학습하는 PEFT 방식이다. Full fine-tuning은 모델 전체를 조정하고, LoRA는 작은 추가 가중치만 학습하는 방식이다. 비용, 속도, 저장 용량을 비교하며 선택해야 한다. 따라서 정답은 ‘전체 모델보다 적은 파라미터만 학습해 비용을 줄인다’이다.
data/lessons/python_ai_toolchain_expansion_v12.json	1	PY12_L06_winget_install_001	winget 설치 명령 읽기	Windows에 Python 3.11을 설치한다	explanation_medium_review_pack_v315.tsv	YES	OK		winget은 Windows 패키지 설치 도구이고 install 뒤에 설치할 패키지 id를 쓴다. winget은 Windows에서 프로그램을 명령으로 설치하는 도구다. 설치 전 패키지 이름을 확인하고, 관리자 권한이나 PATH 반영 여부도 함께 봐야 한다. 따라서 정답은 ‘Windows에 Python 3.11을 설치한다’이다.
data/lessons/python_ai_toolchain_expansion_v12.json	13	PY12_L09_batch_size_vram_001	batch_size와 VRAM 감각	한 번에 8개 샘플을 처리한다	explanation_medium_review_pack_v316.tsv	YES	OK		batch_size는 한 번에 처리할 데이터 개수다. 값을 키우면 처리량이 늘 수 있지만 VRAM 사용량도 함께 늘어 메모리 부족이 날 수 있다. 적절한 batch_size는 속도와 메모리 사이의 균형이므로 장비별로 실험하며 정해야 한다. 따라서 정답은 ‘한 번에 8개 샘플을 처리한다’이다.
data/lessons/python_ai_toolchain_expansion_v12.json	14	PY12_L09_dtype_fp16_001	fp16 dtype 읽기	메모리 사용량을 줄이기 위해	explanation_medium_review_pack_v315.tsv	YES	OK		fp16은 fp32보다 숫자를 적은 메모리로 저장하는 자료형이다. 메모리를 줄일 수 있지만 모델과 하드웨어 호환성을 함께 확인해야 한다. 추론 속도와 메모리 절약에는 도움이 되지만 정밀도가 낮아질 수 있어 검증 결과도 같이 봐야 한다. 따라서 정답은 ‘메모리 사용량을 줄이기 위해’이다.
data/lessons/python_ai_toolchain_expansion_v12.json	15	PY12_L09_quantization_4bit_001	4bit quantization 읽기	모델을 4bit로 로드해 VRAM 사용량을 줄인다	explanation_medium_review_pack_v315.tsv	YES	OK		4bit 양자화는 모델 가중치를 더 작은 비트 수로 표현해 메모리 사용량을 줄이는 방법이다. 저사양 GPU에서 LLM을 올릴 때 자주 쓴다. 메모리는 줄지만 정확도나 속도 특성이 달라질 수 있으므로 모델 품질 검증을 함께 해야 한다. 따라서 정답은 ‘모델을 4bit로 로드해 VRAM 사용량을 줄인다’이다.
data/lessons/python_ai_toolchain_expansion_v12.json	2	PY12_L06_pip_install_001	pip install 읽기	pandas, requests, fastapi 패키지	explanation_medium_review_pack_v315.tsv	YES	OK		pip install은 현재 파이썬 환경에 패키지를 설치하는 명령이다. 뒤에 나열한 패키지들이 설치되어 import 가능한 상태가 된다. 가상환경이 켜진 상태인지 확인해야 프로젝트별 의존성이 전역 파이썬과 섞이는 실수를 줄일 수 있다. 따라서 정답은 ‘pandas, requests, fastapi 패키지’이다.
data/lessons/python_ai_toolchain_expansion_v12.json	23	PY12_L09_model_generate_001	model.generate 읽기	모델로 새 토큰을 생성한다	explanation_medium_review_pack_v315.tsv	YES	OK		model.generate는 LLM 추론에서 새 토큰을 생성하는 핵심 호출이다. 입력 토큰 뒤에 이어질 답변 토큰을 순차적으로 만들어 낸다. 생성 길이, 샘플링 옵션, 토큰화 상태에 따라 답변 품질과 속도가 달라질 수 있어 함께 확인한다. 따라서 정답은 ‘모델로 새 토큰을 생성한다’이다.
data/lessons/python_ai_toolchain_expansion_v12.json	25	PY12_L09_pipeline_001	transformers pipeline 읽기	텍스트 분류 추론 파이프라인	explanation_medium_review_pack_v314.tsv	YES	OK		pipeline은 모델, 토크나이저, 전처리와 후처리를 한 묶음으로 감싼 도구다. 짧은 코드로 추론 흐름을 실행할 때 편하다. 직접 모델 호출을 조립하지 않아도 입력을 넣고 결과를 받는 기본 추론 과정을 한 번에 다룰 수 있다. 따라서 출력은 ‘텍스트 분류 추론 파이프라인’이다.
data/lessons/python_ai_toolchain_expansion_v12.json	29	PY12_L08_cv2_imread_001	OpenCV cv2.imread 읽기	이미지를 배열 형태로 읽는다	explanation_medium_review_pack_v314.tsv	YES	OK		cv2.imread는 이미지 파일을 OpenCV 형식으로 읽어 온다. 읽은 이미지는 보통 numpy 배열처럼 다루며 전처리나 분석에 사용한다. 파일 경로가 틀리면 None이 나올 수 있어 읽은 뒤 이미지가 실제로 로드됐는지 확인해야 한다. 따라서 출력은 ‘이미지를 배열 형태로 읽는다’이다.
data/lessons/python_ai_toolchain_expansion_v12.json	30	PY12_L08_cv2_threshold_001	OpenCV threshold 읽기	픽셀을 기준값으로 나눠 이진화한다	explanation_medium_review_pack_v315.tsv	YES	OK		cv2.threshold는 픽셀 값을 기준으로 이미지를 둘로 나누는 전처리다. OCR 전에 글자와 배경을 분리하는 데 도움이 될 수 있다. 기준값보다 밝은 픽셀과 어두운 픽셀을 나누면 글자 영역을 더 뚜렷하게 만들 수 있다. 따라서 정답은 ‘픽셀을 기준값으로 나눠 이진화한다’이다.
data/lessons/python_ai_toolchain_expansion_v12.json	31	PY12_L08_pytesseract_001	pytesseract OCR 읽기	이미지에서 한글/영어 텍스트를 추출한다	explanation_medium_review_pack_v315.tsv	YES	OK		pytesseract는 Tesseract OCR 엔진을 파이썬에서 호출하게 해 준다. 이미지 속 글자를 텍스트로 추출할 때 사용한다. 이미지 품질이나 언어 설정에 따라 결과가 달라질 수 있으므로 OCR은 항상 후처리와 검수가 필요하다. 따라서 정답은 ‘이미지에서 한글/영어 텍스트를 추출한다’이다.
data/lessons/python_ai_toolchain_expansion_v12.json	39	PY12_L08_streamlit_001	streamlit 앱 실행 흐름	앱 화면에 제목을 표시한다	explanation_medium_review_pack_v315.tsv	YES	OK		Streamlit은 파이썬 코드만으로 빠르게 웹 UI를 만드는 도구다. 데이터 분석 결과나 모델 데모 화면을 빠르게 만들 때 유용하다. st.title은 화면 상단에 제목을 표시해 사용자가 현재 데모의 목적을 바로 알 수 있게 한다. 따라서 정답은 ‘앱 화면에 제목을 표시한다’이다.
data/lessons/python_ai_toolchain_expansion_v12.json	4	PY12_L07_pyproject_toml_001	pyproject.toml 의미 읽기	프로젝트 이름과 의존성을 설정한다	explanation_medium_review_pack_v315.tsv	YES	OK		pyproject.toml은 최근 파이썬 프로젝트에서 빌드/패키지/의존성 설정에 자주 쓰인다. pyproject.toml은 패키지 설정과 도구 설정을 한 파일에 모으는 표준 구성 파일이다. 빌드 시스템, 의존성, 포맷터 설정을 확인할 수 있다. 따라서 정답은 ‘프로젝트 이름과 의존성을 설정한다’이다.
data/lessons/python_ai_toolchain_expansion_v12.json	40	PY12_L08_gradio_001	gradio Interface 읽기	함수를 간단한 웹 UI로 실행한다	explanation_medium_review_pack_v314.tsv	YES	OK		Gradio는 모델이나 함수를 웹 데모로 빠르게 보여 주는 도구다. 입력창과 출력창을 붙여 AI 기능을 시험해 볼 때 자주 쓴다. 함수를 바꾸면 데모 동작도 바뀌므로 모델 테스트용 임시 UI를 만들 때 빠르게 확인하기 좋다. 따라서 반환/호출 결과는 ‘함수를 간단한 웹 UI로 실행한다’이다.
data/lessons/python_ai_toolchain_expansion_v12.json	6	PY12_L08_subprocess_tool_001	subprocess로 외부 도구 호출	nvidia-smi 명령을 실행하고 종료코드를 출력한다	explanation_medium_review_pack_v314.tsv	YES	OK		subprocess.run은 외부 명령 실행 결과를 파이썬에서 확인할 수 있게 한다. subprocess는 파이썬에서 외부 명령을 실행할 때 쓴다. 명령 문자열, 인자 분리, 표준출력, 오류코드 처리를 함께 봐야 안전하다. 따라서 출력은 ‘nvidia-smi 명령을 실행하고 종료코드를 출력한다’이다.
data/lessons/python_analytics_privacy_optin_v60.json	10	PY60_L09_learning_metric_001	learning metric 읽기	정답률, 재시도율, 완료율	explanation_medium_review_pack_v315.tsv	YES	OK		learning metric은 정답률, 재시도 횟수, 많이 틀린 카드처럼 학습 상태를 보는 지표다. 카드 설명이나 난이도 조정에 활용할 수 있다. 개인정보를 직접 저장하기보다 집계 지표 중심으로 남기면 학습 개선과 privacy 사이의 균형을 잡기 쉽다. 따라서 정답은 ‘정답률, 재시도율, 완료율’이다.
data/lessons/python_analytics_privacy_optin_v60.json	5	PY60_L07_consent_state_001	consent state 읽기	analytics 동의 여부와 업데이트 시각	explanation_medium_review_pack_v315.tsv	YES	OK		consent state는 사용자가 분석 수집에 동의했는지 저장한 상태값이다. 이 값이 명확해야 앱이 일관되게 수집 여부를 판단할 수 있다. 동의하지 않은 사용자의 이벤트는 보내지 않거나 익명화하는 분기가 consent state를 기준으로 결정된다. 따라서 정답은 ‘analytics 동의 여부와 업데이트 시각’이다.
data/lessons/python_analytics_privacy_optin_v60.json	7	PY60_L08_no_personal_note_tracking_001	no personal note tracking 읽기	사용자의 사적인 학습 기록이 포함될 수 있기 때문에	explanation_medium_review_pack_v315.tsv	YES	OK		no personal note tracking은 사용자의 메모 원문처럼 민감한 내용을 분석 대상으로 삼지 않는 원칙이다. 대신 글자 수나 저장 여부 같은 덜 민감한 값만 쓴다. 따라서 정답은 ‘사용자의 사적인 학습 기록이 포함될 수 있기 때문에’이다.
data/lessons/python_analytics_privacy_optin_v60.json	9	PY60_L08_event_schema_001	event schema 읽기	이벤트 이름과 속성 구조를 일관되게 관리한다	explanation_medium_review_pack_v315.tsv	YES	OK		event schema는 이벤트 이름, 시각, 카드 id, action 같은 분석 필드 구조다. 스키마가 없으면 같은 행동도 여러 이름으로 기록되어 분석이 어려워진다. 따라서 정답은 ‘이벤트 이름과 속성 구조를 일관되게 관리한다’이다.
data/lessons/python_architecture_layers_patterns_v41.json	1	PY41_L06_layer_architecture_001	layer architecture 읽기	역할이 다른 코드를 층으로 나누어 흐름을 읽기 쉽게 만든다	explanation_medium_review_pack_v315.tsv	YES	OK		레이어를 나누면 화면, API, 비즈니스 로직, 저장소의 책임을 분리해서 읽을 수 있다. layer architecture는 화면, 서비스, 저장소처럼 역할별로 코드를 나누는 구조다. 각 계층이 어디까지 책임지고 어디서 다음 계층을 호출하는지 확인해야 한다. 따라서 정답은 ‘역할이 다른 코드를 층으로 나누어 흐름을 읽기 쉽게 만든다’이다.
data/lessons/python_architecture_layers_patterns_v41.json	11	PY41_L09_pure_function_side_effect_001	pure function vs side effect 읽기	localStorage에 값을 저장한다	explanation_medium_review_pack_v315.tsv	YES	OK		side effect는 파일, DB, 화면, 네트워크, localStorage처럼 함수 밖의 상태를 바꾸는 동작이다. pure function은 같은 입력에 항상 같은 출력을 내고 외부 상태를 바꾸지 않는다. side effect는 파일 저장, 로그, 네트워크 요청처럼 바깥에 영향을 남긴다. 따라서 정답은 ‘localStorage에 값을 저장한다’이다.
data/lessons/python_architecture_layers_patterns_v41.json	14	PY41_L10_kg_lora_pipeline_architecture_001	KG/LoRA pipeline architecture 읽기	앞 단계 산출물이 규칙에 맞는지 검사하고 깨진 결과를 걸러낸다	explanation_medium_review_pack_v315.tsv	YES	OK		KG LoRA pipeline architecture는 데이터 준비, 노드 패스, 검증, 학습 같은 단계를 잇는 구조다. 단계가 길수록 중간 검증과 재개 지점이 중요하다. 따라서 정답은 ‘앞 단계 산출물이 규칙에 맞는지 검사하고 깨진 결과를 걸러낸다’이다.
data/lessons/python_architecture_layers_patterns_v41.json	15	PY41_L10_architecture_diagram_001	architecture diagram 읽기	데이터나 요청이 이동하는 방향	explanation_medium_review_pack_v315.tsv	YES	OK		박스는 컴포넌트나 레이어, 화살표는 호출이나 데이터 흐름을 나타내는 경우가 많다. architecture diagram은 코드의 큰 구조를 그림으로 이해하게 해 준다. 화면, API, 저장소, 외부 서비스가 어떤 방향으로 연결되는지 먼저 보면 세부 코드가 쉬워진다. 따라서 정답은 ‘데이터나 요청이 이동하는 방향’이다.
data/lessons/python_architecture_layers_patterns_v41.json	3	PY41_L07_controller_service_repository_001	controller service repository 읽기	DB나 파일 같은 저장소와 직접 대화한다	explanation_medium_review_pack_v315.tsv	YES	OK		repository는 저장소 접근을 한곳에 모아 service가 저장 방식에 덜 묶이게 만든다. controller, service, repository는 요청 처리, 업무 로직, 저장소 접근을 나누는 계층 구조다. 각 계층이 다른 계층의 역할을 침범하지 않는지 확인해야 한다. 따라서 정답은 ‘DB나 파일 같은 저장소와 직접 대화한다’이다.
data/lessons/python_architecture_layers_patterns_v41.json	4	PY41_L07_service_layer_001	service layer 읽기	progress와 cards를 가져와 추천 흐름을 조립한다	explanation_medium_review_pack_v314.tsv	YES	OK		service layer는 여러 하위 기능을 묶어 하나의 사용자 기능으로 제공하는 계층이다. API, DB, 검증 로직을 조합해 업무 흐름을 만든다. 서비스 계층을 두면 화면이나 API 코드가 세부 저장 방식에 덜 의존하게 된다. 따라서 반환/호출 결과는 ‘progress와 cards를 가져와 추천 흐름을 조립한다’이다.
data/lessons/python_architecture_layers_patterns_v41.json	7	PY41_L08_adapter_001	adapter 읽기	외부 API나 도구의 복잡한 사용법을 내부에서 쓰기 좋은 모양으로 감싼다	explanation_medium_review_pack_v314.tsv	YES	OK		adapter를 두면 외부 서비스가 바뀌어도 앱 전체 수정 범위를 줄일 수 있다. Adapter는 한쪽 형식의 입력이나 호출 방식을 다른 쪽이 이해하는 형태로 바꿔 주는 역할이다. 코드를 읽을 때는 바꾸기 전 인터페이스와 바꾼 뒤 인터페이스를 비교해야 한다. 따라서 반환/호출 결과는 ‘외부 API나 도구의 복잡한 사용법을 내부에서 쓰기 좋은 모양으로 감싼다’이다.
