rank	file	index	id	title	answer	final_sentence	changed	old_explanation	new_explanation
11	data/lessons/python_broad_expansion_v3.json	23	PY3_L10_embedding_pipeline_001	임베딩 생성 흐름 읽기	텍스트들을 벡터로 바꾼다	따라서 반환/호출 결과는 ‘텍스트들을 벡터로 바꾼다’이다.	YES	embedding pipeline은 텍스트를 벡터로 바꾸는 흐름이다. 각 text에 model.encode를 적용해 검색이나 유사도 계산에 쓸 vectors를 만든다.	embedding pipeline은 텍스트를 벡터로 바꾸는 흐름이다. 각 text에 model.encode를 적용해 검색이나 유사도 계산에 쓸 vectors를 만든다. 따라서 반환/호출 결과는 ‘텍스트들을 벡터로 바꾼다’이다.
12	data/lessons/python_core_expansion_v1.json	1	PY_L01_comment_001	주석 읽기	"print(""hello"")"	"따라서 출력은 ‘print(""hello"")’이다."	YES	# 뒤에 적힌 내용은 주석으로 처리되어 실행되지 않는다. 주석은 사람에게 코드의 의도나 주의점을 설명하는 메모이고, 프로그램의 출력이나 변수 값에는 직접 영향을 주지 않는다. 다만 코드를 읽을 때는 주석이 설명하는 목적과 실제 코드가 일치하는지도 확인해야 한다. 실행 결과는 항상 주석을 제외한 코드 흐름으로 판단하고, 주석만 보고 출력값을 정하면 안 된다.	"# 뒤에 적힌 내용은 주석으로 처리되어 실행되지 않는다. 주석은 사람에게 코드의 의도나 주의점을 설명하는 메모이고, 프로그램의 출력이나 변수 값에는 직접 영향을 주지 않는다. 다만 코드를 읽을 때는 주석이 설명하는 목적과 실제 코드가 일치하는지도 확인해야 한다. 실행 결과는 항상 주석을 제외한 코드 흐름으로 판단하고, 주석만 보고 출력값을 정하면 안 된다. 따라서 출력은 ‘print(""hello"")’이다."
13	data/lessons/python_advanced_expansion_v5.json	15	PY5_L08_numpy_axis_001	numpy axis 읽기	[5 7 9]	따라서 출력은 ‘[5 7 9]’이다.	YES	numpy의 axis는 계산 방향을 뜻한다. axis=0은 같은 열 방향으로 값을 모아 계산하므로 열별 합계나 평균을 구할 때 쓰인다. axis=1은 행별 계산으로 바뀌므로 배열 모양과 축 번호를 함께 확인해야 결과를 예측할 수 있다.	numpy의 axis는 계산 방향을 뜻한다. axis=0은 같은 열 방향으로 값을 모아 계산하므로 열별 합계나 평균을 구할 때 쓰인다. axis=1은 행별 계산으로 바뀌므로 배열 모양과 축 번호를 함께 확인해야 결과를 예측할 수 있다. 따라서 출력은 ‘[5 7 9]’이다.
14	data/lessons/python_advanced_expansion_v5.json	19	PY5_L10_claim_check_001	claim 검증 코드 읽기	needs_review	따라서 반환/호출 결과는 ‘needs_review’이다.	YES	claim check는 주장 문장이 근거 텍스트로 뒷받침되는지 확인한다. 근거에서 claim을 찾지 못하면 자동 확정하지 않고 검토 대상으로 보낸다. 자동 검증은 보조 수단이므로 불일치가 나오면 사람이 근거와 문장을 다시 비교해야 한다.	claim check는 주장 문장이 근거 텍스트로 뒷받침되는지 확인한다. 근거에서 claim을 찾지 못하면 자동 확정하지 않고 검토 대상으로 보낸다. 자동 검증은 보조 수단이므로 불일치가 나오면 사람이 근거와 문장을 다시 비교해야 한다. 따라서 반환/호출 결과는 ‘needs_review’이다.
15	data/lessons/python_advanced_expansion_v5.json	20	PY5_L10_agent_router_001	agent router 읽기	search_tool	따라서 반환/호출 결과는 ‘search_tool’이다.	YES	agent router는 작업 종류에 따라 어떤 처리 흐름으로 보낼지 고른다. task type이 search라면 검색용 분기로 들어간다. 라우터 코드는 작업 내용을 직접 처리하기보다 적절한 함수나 도구로 넘기는 분기표처럼 이해하면 된다.	agent router는 작업 종류에 따라 어떤 처리 흐름으로 보낼지 고른다. task type이 search라면 검색용 분기로 들어간다. 라우터 코드는 작업 내용을 직접 처리하기보다 적절한 함수나 도구로 넘기는 분기표처럼 이해하면 된다. 따라서 반환/호출 결과는 ‘search_tool’이다.
16	data/lessons/python_daily_review_expansion_v9.json	25	PY9_REVIEW_FASTAPI_002	[오늘의 코드리뷰 2/5] 요청 스키마 읽기	query와 top_k	따라서 반환/호출 결과는 ‘query와 top_k’이다.	YES	FastAPI 함수 인자는 요청 파라미터로 해석될 수 있다. query는 필수 문자열이고 top_k는 값을 안 주면 기본값 5를 쓰는 정수다. 요청 스키마를 먼저 읽으면 API가 어떤 입력을 요구하고 기본값을 어떻게 적용하는지 파악할 수 있다.	FastAPI 함수 인자는 요청 파라미터로 해석될 수 있다. query는 필수 문자열이고 top_k는 값을 안 주면 기본값 5를 쓰는 정수다. 요청 스키마를 먼저 읽으면 API가 어떤 입력을 요구하고 기본값을 어떻게 적용하는지 파악할 수 있다. 따라서 반환/호출 결과는 ‘query와 top_k’이다.
17	data/lessons/python_data_processing_pandas_jsonl_v42.json	3	PY42_L07_dictreader_001	csv.DictReader 읽기	첫 줄의 header	따라서 출력은 ‘첫 줄의 header’이다.	YES	DictReader는 header 이름을 key로 사용해서 각 행을 dict처럼 읽게 해준다. csv.DictReader는 CSV 행을 dict 형태로 읽게 해 주는 도구다. 열 이름을 key로 사용하므로 column 이름이 정확한지 먼저 확인해야 한다.	DictReader는 header 이름을 key로 사용해서 각 행을 dict처럼 읽게 해준다. csv.DictReader는 CSV 행을 dict 형태로 읽게 해 주는 도구다. 열 이름을 key로 사용하므로 column 이름이 정확한지 먼저 확인해야 한다. 따라서 출력은 ‘첫 줄의 header’이다.
18	data/lessons/python_data_processing_pandas_jsonl_v42.json	4	PY42_L07_pandas_dataframe_001	pandas DataFrame 읽기	행 수와 열 수	따라서 출력은 ‘행 수와 열 수’이다.	YES	DataFrame은 표처럼 다루는 데이터 구조이고 shape는 전체 크기를 빠르게 확인하게 해준다. pandas DataFrame은 행과 열로 된 표 데이터를 다루는 구조다. CSV를 읽은 뒤 필터링, 정렬, 집계 같은 처리를 할 때 자주 사용된다.	DataFrame은 표처럼 다루는 데이터 구조이고 shape는 전체 크기를 빠르게 확인하게 해준다. pandas DataFrame은 행과 열로 된 표 데이터를 다루는 구조다. CSV를 읽은 뒤 필터링, 정렬, 집계 같은 처리를 할 때 자주 사용된다. 따라서 출력은 ‘행 수와 열 수’이다.
19	data/lessons/python_deep_expansion_v4.json	6	PY4_L04_list_copy_001	list 복사로 원본 보호	"[""LiDAR""]"	"따라서 출력은 ‘[""LiDAR""]’이다."	YES	copy()로 새 리스트를 만들면 원본 리스트와 다른 객체가 된다. 그래서 복사본에 append를 해도 original 리스트는 그대로 유지된다. 원본을 보호해야 하는 함수에서는 복사본을 수정해야 호출한 쪽 데이터가 예상 밖으로 바뀌지 않는다.	"copy()로 새 리스트를 만들면 원본 리스트와 다른 객체가 된다. 그래서 복사본에 append를 해도 original 리스트는 그대로 유지된다. 원본을 보호해야 하는 함수에서는 복사본을 수정해야 호출한 쪽 데이터가 예상 밖으로 바뀌지 않는다. 따라서 출력은 ‘[""LiDAR""]’이다."
20	data/lessons/python_deep_expansion_v4.json	17	PY4_L07_retry_loop_001	간단 retry loop 읽기	최대 3번 시도한다	따라서 출력은 ‘최대 3번 시도한다’이다.	YES	retry loop는 실패할 수 있는 작업을 정해진 횟수만큼 다시 시도하는 구조다. range(3)이면 0, 1, 2로 총 세 번 반복한다. 재시도는 무한 반복이 되지 않게 최대 횟수와 실패 후 처리 경로를 함께 정해야 한다.	retry loop는 실패할 수 있는 작업을 정해진 횟수만큼 다시 시도하는 구조다. range(3)이면 0, 1, 2로 총 세 번 반복한다. 재시도는 무한 반복이 되지 않게 최대 횟수와 실패 후 처리 경로를 함께 정해야 한다. 따라서 출력은 ‘최대 3번 시도한다’이다.
21	data/lessons/python_deep_expansion_v4.json	23	PY4_L09_prompt_template_001	prompt template 읽기	LLM에 넣을 프롬프트	따라서 반환/호출 결과는 ‘LLM에 넣을 프롬프트’이다.	YES	prompt template은 모델 입력의 틀을 미리 정해 두는 방식이다. 검색된 docs와 question을 정해진 형식으로 합쳐 LLM 입력을 만든다. 템플릿을 쓰면 매 요청마다 형식이 흔들리지 않아 검증과 디버깅도 쉬워진다.	prompt template은 모델 입력의 틀을 미리 정해 두는 방식이다. 검색된 docs와 question을 정해진 형식으로 합쳐 LLM 입력을 만든다. 템플릿을 쓰면 매 요청마다 형식이 흔들리지 않아 검증과 디버깅도 쉬워진다. 따라서 반환/호출 결과는 ‘LLM에 넣을 프롬프트’이다.
22	data/lessons/python_function_design_io_v30.json	8	PY30_L09_validation_function_001	validation function 읽기	빈 리스트	따라서 반환/호출 결과는 ‘빈 리스트’이다.	YES	errors에 아무것도 추가되지 않으면 []가 반환된다. 문제 목록이 곧 검증 결과다. validation function은 입력값이 규칙에 맞는지 검사하는 함수다. 반환값이 True/False인지, 오류 메시지인지, 예외를 던지는지 확인하면 사용 흐름이 보인다.	errors에 아무것도 추가되지 않으면 []가 반환된다. 문제 목록이 곧 검증 결과다. validation function은 입력값이 규칙에 맞는지 검사하는 함수다. 반환값이 True/False인지, 오류 메시지인지, 예외를 던지는지 확인하면 사용 흐름이 보인다. 따라서 반환/호출 결과는 ‘빈 리스트’이다.
23	data/lessons/python_function_design_io_v30.json	12	PY30_L10_filter_function_001	filter function 읽기	원래 cards 전체	따라서 반환/호출 결과는 ‘원래 cards 전체’이다.	YES	filter function은 조건에 맞는 항목만 남기는 함수다. all이 들어오면 필터를 적용하지 않는다는 뜻으로 전체 목록을 그대로 반환할 수 있다. 필터 조건이 없을 때 전체를 반환하는 규칙을 정해 두면 UI 코드가 단순해진다.	filter function은 조건에 맞는 항목만 남기는 함수다. all이 들어오면 필터를 적용하지 않는다는 뜻으로 전체 목록을 그대로 반환할 수 있다. 필터 조건이 없을 때 전체를 반환하는 규칙을 정해 두면 UI 코드가 단순해진다. 따라서 반환/호출 결과는 ‘원래 cards 전체’이다.
24	data/lessons/python_libraries_missing_topics_v11.json	11	PY11_L05_enumerate_002	enumerate로 번호와 값 같이 읽기	0과 LiDAR	따라서 출력은 ‘0과 LiDAR’이다.	YES	enumerate는 반복 중인 값과 함께 번호도 같이 준다. 기본 번호는 0부터 시작하므로 인덱스와 값을 동시에 다룰 때 편하다. for idx, label처럼 두 변수를 받으면 왼쪽에는 번호, 오른쪽에는 실제 값이 들어간다고 순서대로 읽으면 된다.	enumerate는 반복 중인 값과 함께 번호도 같이 준다. 기본 번호는 0부터 시작하므로 인덱스와 값을 동시에 다룰 때 편하다. for idx, label처럼 두 변수를 받으면 왼쪽에는 번호, 오른쪽에는 실제 값이 들어간다고 순서대로 읽으면 된다. 따라서 출력은 ‘0과 LiDAR’이다.
25	data/lessons/python_libraries_missing_topics_v11.json	14	PY11_L07_re_search_001	re.search 정규식 읽기	0042	따라서 출력은 ‘0042’이다.	YES	re.search는 문자열에서 정규식과 맞는 부분을 찾는다. 괄호로 묶은 부분은 캡처 그룹이 되어 group(1)로 꺼낼 수 있다. 전체 매칭 결과와 괄호 안 그룹은 다를 수 있으므로 group(0)과 group(1)의 의미를 구분해야 한다.	re.search는 문자열에서 정규식과 맞는 부분을 찾는다. 괄호로 묶은 부분은 캡처 그룹이 되어 group(1)로 꺼낼 수 있다. 전체 매칭 결과와 괄호 안 그룹은 다를 수 있으므로 group(0)과 group(1)의 의미를 구분해야 한다. 따라서 출력은 ‘0042’이다.
26	data/lessons/python_libraries_missing_topics_v11.json	18	PY11_L07_itertools_islice_001	itertools.islice 읽기	[0, 1, 2]	따라서 출력은 ‘[0, 1, 2]’이다.	YES	itertools.islice는 반복 가능한 값에서 필요한 앞부분만 잘라 가져온다. islice(nums, 3)은 nums의 앞 3개 값만 읽는다. 전체를 리스트로 만들지 않고 필요한 만큼만 소비할 수 있어 큰 반복자 처리에 유용하다.	itertools.islice는 반복 가능한 값에서 필요한 앞부분만 잘라 가져온다. islice(nums, 3)은 nums의 앞 3개 값만 읽는다. 전체를 리스트로 만들지 않고 필요한 만큼만 소비할 수 있어 큰 반복자 처리에 유용하다. 따라서 출력은 ‘[0, 1, 2]’이다.
27	data/lessons/python_libraries_missing_topics_v11.json	25	PY11_L09_numpy_mean_axis_001	numpy 평균 읽기	2.0	따라서 출력은 ‘2.0’이다.	YES	numpy mean은 배열의 평균을 계산한다. axis를 지정하면 전체가 아니라 행이나 열 같은 특정 방향을 기준으로 평균을 낼 수 있다. axis가 없으면 전체 평균을 보고, axis가 있으면 행이나 열 방향으로 나누어 평균을 계산한다고 보면 된다.	numpy mean은 배열의 평균을 계산한다. axis를 지정하면 전체가 아니라 행이나 열 같은 특정 방향을 기준으로 평균을 낼 수 있다. axis가 없으면 전체 평균을 보고, axis가 있으면 행이나 열 방향으로 나누어 평균을 계산한다고 보면 된다. 따라서 출력은 ‘2.0’이다.
28	data/lessons/python_logging_monitoring_ops_v25.json	6	PY25_L09_retry_backoff_001	retry/backoff 루프 읽기	4	따라서 반환/호출 결과는 ‘4’이다.	YES	retry backoff는 실패한 요청을 바로 반복하지 않고 점점 더 오래 기다렸다 재시도하는 방식이다. 일시적 장애에서 서버 부담을 줄인다. 대기 시간이 attempt에 따라 커지면 네트워크나 API 제한이 잠깐 생겼을 때 더 안정적으로 회복할 수 있다.	retry backoff는 실패한 요청을 바로 반복하지 않고 점점 더 오래 기다렸다 재시도하는 방식이다. 일시적 장애에서 서버 부담을 줄인다. 대기 시간이 attempt에 따라 커지면 네트워크나 API 제한이 잠깐 생겼을 때 더 안정적으로 회복할 수 있다. 따라서 반환/호출 결과는 ‘4’이다.
29	data/lessons/python_logging_monitoring_ops_v25.json	9	PY25_L09_metrics_counter_001	metrics counter 읽기	1 증가한다	따라서 반환/호출 결과는 ‘1 증가한다’이다.	YES	metrics counter는 성공, 실패, 오류 같은 사건 수를 누적해 운영 상태를 보는 지표다. except 블록에서 errors를 올리면 실패 추적이 쉬워진다.	metrics counter는 성공, 실패, 오류 같은 사건 수를 누적해 운영 상태를 보는 지표다. except 블록에서 errors를 올리면 실패 추적이 쉬워진다. 따라서 반환/호출 결과는 ‘1 증가한다’이다.
30	data/lessons/python_practical_expansion_v2.json	7	PY2_L06_os_env_001	환경변수에서 API 키 읽기	환경변수의 API 키	따라서 출력은 ‘환경변수의 API 키’이다.	YES	os.environ.get은 환경변수 값을 읽을 때 쓴다. API 키나 실행 모드처럼 코드에 직접 쓰기 어려운 설정을 밖에서 주입할 수 있다. 환경변수 이름이 틀리면 None이 나올 수 있으므로 기본값이나 필수값 검증을 함께 두는 편이 좋다.	os.environ.get은 환경변수 값을 읽을 때 쓴다. API 키나 실행 모드처럼 코드에 직접 쓰기 어려운 설정을 밖에서 주입할 수 있다. 환경변수 이름이 틀리면 None이 나올 수 있으므로 기본값이나 필수값 검증을 함께 두는 편이 좋다. 따라서 출력은 ‘환경변수의 API 키’이다.
31	data/lessons/python_project_expansion_v6.json	6	PY6_L08_settings_class_001	Settings 클래스 읽기	gpt-4o-mini	따라서 출력은 ‘gpt-4o-mini’이다.	YES	os.environ.get('MODEL', 기본값)이므로 없으면 기본값이 쓰인다. Settings 클래스는 여러 설정값을 한곳에 모아 관리하는 구조다. 코드를 읽을 때는 기본값, 환경변수에서 덮어쓰는 값, 실제 실행에 쓰이는 속성을 나누어 보면 된다.	os.environ.get('MODEL', 기본값)이므로 없으면 기본값이 쓰인다. Settings 클래스는 여러 설정값을 한곳에 모아 관리하는 구조다. 코드를 읽을 때는 기본값, 환경변수에서 덮어쓰는 값, 실제 실행에 쓰이는 속성을 나누어 보면 된다. 따라서 출력은 ‘gpt-4o-mini’이다.
32	data/lessons/python_project_expansion_v6.json	14	PY6_L08_dataset_split_001	dataset split 코드 읽기	90번째 이후	따라서 반환/호출 결과는 ‘90번째 이후’이다.	YES	데이터셋 split은 학습용과 검증용 데이터를 나누는 과정이다. rows[90:]은 인덱스 90부터 끝까지 잘라 검증 구간으로 쓴다는 뜻이다. 학습에 쓴 구간과 검증에 쓴 구간이 섞이지 않아야 모델 평가가 더 신뢰할 수 있다.	데이터셋 split은 학습용과 검증용 데이터를 나누는 과정이다. rows[90:]은 인덱스 90부터 끝까지 잘라 검증 구간으로 쓴다는 뜻이다. 학습에 쓴 구간과 검증에 쓴 구간이 섞이지 않아야 모델 평가가 더 신뢰할 수 있다. 따라서 반환/호출 결과는 ‘90번째 이후’이다.
33	data/lessons/python_project_expansion_v6.json	18	PY6_L06_normalize_id_001	ID 정규화 함수 읽기	doc_001	따라서 출력은 ‘doc_001’이다.	YES	strip으로 공백 제거, lower로 소문자화, replace로 공백을 _로 바꾼다. ID 정규화 함수는 서로 다른 입력을 비교 가능한 같은 형식으로 맞추는 역할을 한다. 소문자 변환, 공백 제거, 특수문자 처리처럼 어떤 규칙이 적용되는지 순서대로 확인해야 한다.	strip으로 공백 제거, lower로 소문자화, replace로 공백을 _로 바꾼다. ID 정규화 함수는 서로 다른 입력을 비교 가능한 같은 형식으로 맞추는 역할을 한다. 소문자 변환, 공백 제거, 특수문자 처리처럼 어떤 규칙이 적용되는지 순서대로 확인해야 한다. 따라서 출력은 ‘doc_001’이다.
34	data/lessons/python_realworld_expansion_v8.json	4	PY8_L09_appjs_multi_lesson_load_001	여러 lesson 파일 로딩 읽기	빈 배열	따라서 반환/호출 결과는 ‘빈 배열’이다.	YES	여러 lesson 파일을 불러올 때 일부 파일이 실패해도 앱 전체가 멈추면 안 된다. 실패 시 []를 반환하면 해당 파일만 비우고 계속 진행할 수 있다. 부분 실패를 허용하면 한 파일 문제 때문에 전체 학습앱이 멈추는 상황을 줄일 수 있다.	여러 lesson 파일을 불러올 때 일부 파일이 실패해도 앱 전체가 멈추면 안 된다. 실패 시 []를 반환하면 해당 파일만 비우고 계속 진행할 수 있다. 부분 실패를 허용하면 한 파일 문제 때문에 전체 학습앱이 멈추는 상황을 줄일 수 있다. 따라서 반환/호출 결과는 ‘빈 배열’이다.
35	data/lessons/python_realworld_expansion_v8.json	21	PY8_L10_rag_strict_prompt_001	근거 제한 프롬프트 읽기	근거 밖 답변을 줄이기	따라서 반환/호출 결과는 ‘근거 밖 답변을 줄이기’이다.	YES	strict RAG prompt는 모델이 제공된 context 안에서만 답하게 제한한다. 근거 밖 추측을 줄이고, 모르면 모른다고 답하게 만드는 데 중요하다. 프롬프트 규칙만 믿지 말고 근거가 비었을 때 호출 자체를 막는 코드도 함께 두는 편이 안전하다.	strict RAG prompt는 모델이 제공된 context 안에서만 답하게 제한한다. 근거 밖 추측을 줄이고, 모르면 모른다고 답하게 만드는 데 중요하다. 프롬프트 규칙만 믿지 말고 근거가 비었을 때 호출 자체를 막는 코드도 함께 두는 편이 안전하다. 따라서 반환/호출 결과는 ‘근거 밖 답변을 줄이기’이다.
